record_id,sample,mode,o_taz,d_taz,restore_average_min,cut_average_min,delta_min
4071860202,"bus_subway_trolley","Bus / trolleybus",846,2639,64.283,70.85,6.567
4074350302,"bus_subway_trolley","Bus / trolleybus",4254,6007,NA,NA,NA
4074350303,"bus_subway_trolley","Bus / trolleybus",6007,5029,NA,NA,NA
4090670101,"bus_subway_trolley","Bus / trolleybus",42,55,16.408,19.521,3.113
4090670103,"bus_subway_trolley","Bus / trolleybus",39,42,14.981,12.546,-2.435
4110250303,"bus_subway_trolley","Bus / trolleybus",4449,4460,33.467,34.045,0.579
4110640102,"bus_subway_trolley","Bus / trolleybus",2419,2424,17.892,20.283,2.392
4120580201,"bus_subway_trolley","Bus / trolleybus",608,80,36.65,39.208,2.558
4120580206,"bus_subway_trolley","Bus / trolleybus",73,608,27.454,28.325,0.871
4120580301,"bus_subway_trolley","Bus / trolleybus",608,80,36.65,39.208,2.558
4120580302,"bus_subway_trolley","Bus / trolleybus",80,608,31.806,32.744,0.938
4120860101,"bus_subway_trolley","Bus / trolleybus",3602,70,56.617,57.117,0.5
4120860107,"bus_subway_trolley","Subway / El",72,1607,37.425,37.6,0.175
4120860108,"bus_subway_trolley","Bus / trolleybus",1607,3602,30.642,42.181,11.54
4122150101,"bus_subway_trolley","Bus / trolleybus",1011,117,30.479,32.952,2.473
4122150103,"bus_subway_trolley","Bus / trolleybus",76,1025,21.717,20.694,-1.023
4122150106,"bus_subway_trolley","Bus / trolleybus",1025,1011,27.642,30.148,2.506
4122150201,"bus_subway_trolley","Bus / trolleybus",1011,72,29.692,30.4,0.708
4122150202,"bus_subway_trolley","Bus / trolleybus",72,1011,33.06,37.421,4.36
4122150301,"bus_subway_trolley","Bus / trolleybus",1011,135,39.119,41.846,2.727
4122150401,"bus_subway_trolley","Bus / trolleybus",1011,118,30.446,32.9,2.454
4135390101,"bus_subway_trolley","Bus / trolleybus",1408,426,32.208,45.742,13.533
4135390102,"bus_subway_trolley","Bus / trolleybus",426,1408,35.712,36.654,0.942
4151420401,"bus_subway_trolley","Bus / trolleybus",12246,12233,29.917,29.917,0
4151420402,"bus_subway_trolley","Bus / trolleybus",12233,12246,44.206,46.783,2.577
4156900102,"bus_subway_trolley","Bus / trolleybus",2436,12239,56.15,56.15,0
4156900105,"bus_subway_trolley","Bus / trolleybus",12239,2436,60.275,60.275,0
4161520201,"bus_subway_trolley","Bus / trolleybus",1613,15620,47.35,51.225,3.875
4161520202,"bus_subway_trolley","Bus / trolleybus",15620,1613,53.85,53.85,0
4165810101,"bus_subway_trolley","Subway / El",1027,131,35.146,37.892,2.746
4165810102,"bus_subway_trolley","Subway / El",131,24,25.473,28.077,2.604
4165810105,"bus_subway_trolley","Bus / trolleybus",30,58,21.835,28.825,6.99
4166930101,"bus_subway_trolley","Subway / El",804,88,31.896,35.277,3.381
4166930104,"bus_subway_trolley","Subway / El",88,804,33.225,34.377,1.152
4166930201,"bus_subway_trolley","Subway / El",804,5,28.887,27.85,-1.037
4169530401,"bus_subway_trolley","Subway / El",16037,74,NA,NA,NA
4169530402,"bus_subway_trolley","Subway / El",74,16037,NA,NA,NA
4182700101,"bus_subway_trolley","Bus / trolleybus",12219,12211,NA,NA,NA
4182700105,"bus_subway_trolley","Bus / trolleybus",12208,12219,NA,NA,NA
4195770402,"bus_subway_trolley","Subway / El",3032,91,74.6,76.1,1.5
4212940101,"bus_subway_trolley","Subway / El",10226,126,NA,NA,NA
4212940102,"bus_subway_trolley","Subway / El",126,10226,NA,NA,NA
4218280101,"bus_subway_trolley","Subway / El",822,2415,51.883,52.873,0.99
4218280103,"bus_subway_trolley","Subway / El",3034,822,97.15,100.992,3.842
4218280201,"bus_subway_trolley","Bus / trolleybus",822,1229,44.494,45.481,0.988
4218890201,"bus_subway_trolley","Subway / El",805,91,28.475,34.05,5.575
4218890202,"bus_subway_trolley","Subway / El",91,805,31.004,31.821,0.817
4226400104,"bus_subway_trolley","Subway / El",10422,4459,47.685,51.435,3.75
4226400105,"bus_subway_trolley","Subway / El",4459,125,43.7,44.7,1
4226400202,"bus_subway_trolley","Subway / El",125,117,27.81,19.835,-7.975
4226400203,"bus_subway_trolley","Subway / El",117,117,7.154,7.929,0.775
4237420101,"bus_subway_trolley","Bus / trolleybus",10602,80,NA,NA,NA
4247090101,"bus_subway_trolley","Bus / trolleybus",49,1028,22.467,26.471,4.004
4275100401,"bus_subway_trolley","Bus / trolleybus",3215,846,64.148,65.577,1.429
4275100402,"bus_subway_trolley","Bus / trolleybus",846,808,27.265,36.817,9.552
4276150101,"bus_subway_trolley","Bus / trolleybus",21,1025,24.715,27.667,2.952
4276150102,"bus_subway_trolley","Subway / El",1025,69,23.467,24.467,1
4302550101,"bus_subway_trolley","Bus / trolleybus",4461,5011,48.015,45.571,-2.444
4310310101,"bus_subway_trolley","Trolley / light rail",103,1036,11.908,12.533,0.625
4312300101,"bus_subway_trolley","Bus / trolleybus",3207,93,36.35,45.854,9.504
4320260101,"bus_subway_trolley","Bus / trolleybus",619,829,53.344,58.556,5.212
4320260102,"bus_subway_trolley","Bus / trolleybus",829,619,59.629,65.735,6.106
4322080101,"bus_subway_trolley","Bus / trolleybus",1425,95,31.733,34.833,3.1
4322080102,"bus_subway_trolley","Bus / trolleybus",95,1425,46.233,46.552,0.319
4322080104,"bus_subway_trolley","Bus / trolleybus",1415,1425,23.727,23.51,-0.217
4333730103,"bus_subway_trolley","Bus / trolleybus",2614,1616,22.812,31.025,8.212
4342350302,"bus_subway_trolley","Bus / trolleybus",137,92,21.712,27.046,5.333
4352930302,"bus_subway_trolley","Bus / trolleybus",3615,2821,59.273,59.975,0.702
4364010101,"bus_subway_trolley","Bus / trolleybus",36,58,14.898,16.7,1.802
4369530101,"bus_subway_trolley","Bus / trolleybus",3209,3221,44.892,31.667,-13.225
4369530102,"bus_subway_trolley","Bus / trolleybus",3221,3209,NA,33.983,NA
4381540101,"bus_subway_trolley","Bus / trolleybus",140,90,26.608,28.283,1.675
4381540102,"bus_subway_trolley","Bus / trolleybus",90,140,23.815,23.998,0.183
4384840102,"bus_subway_trolley","Subway / El",834,74,18.925,21.425,2.5
4384840103,"bus_subway_trolley","Trolley / light rail",74,82,6.775,7.65,0.875
4384840107,"bus_subway_trolley","Subway / El",74,834,16.983,17.733,0.75
4384840202,"bus_subway_trolley","Subway / El",834,74,20.425,21.425,1
4384840203,"bus_subway_trolley","Trolley / light rail",74,82,7.025,8.356,1.331
4384840206,"bus_subway_trolley","Subway / El",74,834,15.483,14.983,-0.5
4387350101,"bus_subway_trolley","Bus / trolleybus",1237,4440,53.398,45.898,-7.5
4387350102,"bus_subway_trolley","Bus / trolleybus",4440,1213,34.642,38.831,4.19
4398290101,"bus_subway_trolley","Subway / El",36,844,21.702,22.883,1.181
4398290102,"bus_subway_trolley","Subway / El",844,36,23.967,25.802,1.835
4408390102,"bus_subway_trolley","Bus / trolleybus",2428,2615,35.594,41.008,5.415
4408390103,"bus_subway_trolley","Subway / El",2615,1031,49.152,61.9,12.748
4408390105,"bus_subway_trolley","Subway / El",1031,3014,60.421,68.877,8.456
4408390108,"bus_subway_trolley","Bus / trolleybus",2620,12238,43.694,45.004,1.31
4408390111,"bus_subway_trolley","Bus / trolleybus",12238,2420,NA,NA,NA
4409010201,"bus_subway_trolley","Bus / trolleybus",422,88,35.219,43.587,8.369
4409010202,"bus_subway_trolley","Subway / El",88,422,38.55,40.192,1.642
4409010301,"bus_subway_trolley","Subway / El",422,88,35.219,43.587,8.369
4409010302,"bus_subway_trolley","Bus / trolleybus",88,1409,43.875,46.085,2.21
4424980102,"bus_subway_trolley","Bus / trolleybus",90,36,16.94,16.325,-0.615
4439730101,"bus_subway_trolley","Subway / El",1215,103,25.294,26.66,1.367
4440130101,"bus_subway_trolley","Bus / trolleybus",1208,107,32.871,39.471,6.6
4450080101,"bus_subway_trolley","Trolley / light rail",122,47,27.946,29.69,1.744
4450080102,"bus_subway_trolley","Bus / trolleybus",47,90,26.038,21.979,-4.058
4450080103,"bus_subway_trolley","Bus / trolleybus",90,122,19.367,20.456,1.09
4476210102,"bus_subway_trolley","Bus / trolleybus",103,141,22.956,25.69,2.733
4476210103,"bus_subway_trolley","Bus / trolleybus",141,60,24.481,26.354,1.873
4476210104,"bus_subway_trolley","Bus / trolleybus",60,141,27.96,31.044,3.083
4479380102,"bus_subway_trolley","Bus / trolleybus",1024,25,27.392,30.608,3.217
4479380103,"bus_subway_trolley","Bus / trolleybus",25,1016,28.417,30.683,2.267
4483410101,"bus_subway_trolley","Bus / trolleybus",808,1037,43.617,48.333,4.717
4483410102,"bus_subway_trolley","Bus / trolleybus",1037,808,46.167,50.267,4.1
4500900102,"bus_subway_trolley","Trolley / light rail",8006,1026,90.598,110.383,19.786
4500900105,"bus_subway_trolley","Bus / trolleybus",84,80,7.66,7.221,-0.44
4502380101,"bus_subway_trolley","Bus / trolleybus",840,115,36.825,38.84,2.015
4502380102,"bus_subway_trolley","Bus / trolleybus",115,840,37.94,38.108,0.169
4502380103,"bus_subway_trolley","Bus / trolleybus",840,59,32.954,37.567,4.612
4502380104,"bus_subway_trolley","Bus / trolleybus",59,840,34.615,32.275,-2.34
4505960202,"bus_subway_trolley","Bus / trolleybus",1037,1021,27.858,26.725,-1.133
4505960302,"bus_subway_trolley","Bus / trolleybus",138,1021,36.069,39.665,3.596
4522480102,"bus_subway_trolley","Bus / trolleybus",8,106,31.977,33,1.023
4522480202,"bus_subway_trolley","Bus / trolleybus",8,90,25.654,25.498,-0.156
4522560101,"bus_subway_trolley","Bus / trolleybus",1230,61,34.817,34.046,-0.771
4522560102,"bus_subway_trolley","Bus / trolleybus",61,54,14.133,16.606,2.473
4522560103,"bus_subway_trolley","Bus / trolleybus",54,1038,28.094,30.51,2.417
4522560104,"bus_subway_trolley","Bus / trolleybus",1038,1230,13.1,16.075,2.975
4527120101,"bus_subway_trolley","Bus / trolleybus",1023,1018,16.146,16.317,0.171
4527120102,"bus_subway_trolley","Bus / trolleybus",1018,1023,20.342,21.906,1.565
4533550101,"bus_subway_trolley","Bus / trolleybus",2406,2410,15.246,19.825,4.579
4533550102,"bus_subway_trolley","Bus / trolleybus",2410,2615,21.6,23.517,1.917
4533550103,"bus_subway_trolley","Bus / trolleybus",2615,12238,54.244,54.133,-0.11
4533550104,"bus_subway_trolley","Bus / trolleybus",12238,2406,57.565,62.346,4.781
4533550201,"bus_subway_trolley","Bus / trolleybus",2406,2435,31.387,34.815,3.427
4533550202,"bus_subway_trolley","Bus / trolleybus",2435,2406,36.006,38.796,2.79
4539300101,"bus_subway_trolley","Bus / trolleybus",1016,92,23.623,23.738,0.115
4539300106,"bus_subway_trolley","Bus / trolleybus",92,1016,26.721,29.542,2.821
4555970203,"bus_subway_trolley","Bus / trolleybus",834,69,29.827,35.312,5.485
4555970204,"bus_subway_trolley","Bus / trolleybus",69,834,23.196,23.802,0.606
4557310101,"bus_subway_trolley","Bus / trolleybus",821,135,34.992,38.312,3.321
4557310102,"bus_subway_trolley","Bus / trolleybus",135,821,36.844,40.354,3.51
4557310202,"bus_subway_trolley","Bus / trolleybus",837,821,22.825,24.996,2.171
4557310301,"bus_subway_trolley","Bus / trolleybus",821,843,23.173,29.24,6.067
4557310302,"bus_subway_trolley","Bus / trolleybus",843,821,27.5,29.148,1.648
4561260201,"bus_subway_trolley","Subway / El",10020,114,59.483,61.917,2.433
4566930101,"bus_subway_trolley","Bus / trolleybus",2806,3405,43.36,53.644,10.283
4566930102,"bus_subway_trolley","Bus / trolleybus",3405,2806,45.298,NA,NA
4566930103,"bus_subway_trolley","Bus / trolleybus",2806,15614,71.054,77.952,6.898
4587730102,"bus_subway_trolley","Bus / trolleybus",3609,15624,39.292,46.317,7.025
4587730103,"bus_subway_trolley","Bus / trolleybus",15624,15821,62.083,62.083,0
4587730106,"bus_subway_trolley","Bus / trolleybus",15821,15624,49.1,49.1,0
4598650201,"bus_subway_trolley","Bus / trolleybus",1430,3415,82.55,86.117,3.567
4598650202,"bus_subway_trolley","Bus / trolleybus",3415,1430,72.7,83.2,10.5
4605070108,"bus_subway_trolley","Subway / El",61,63,11.277,11.825,0.548
4607140201,"bus_subway_trolley","Bus / trolleybus",2424,1415,36.175,34.11,-2.065
4607140202,"bus_subway_trolley","Bus / trolleybus",1415,2424,41.242,44.992,3.75
4624200101,"bus_subway_trolley","Bus / trolleybus",430,430,11.733,12.392,0.658
4624200102,"bus_subway_trolley","Bus / trolleybus",430,129,31.671,33.554,1.883
4624200103,"bus_subway_trolley","Bus / trolleybus",129,430,36.663,37.798,1.135
4637520102,"bus_subway_trolley","Subway / El",92,1040,21.269,21.702,0.433
4641950101,"bus_subway_trolley","Bus / trolleybus",1604,133,64.967,66.367,1.4
4641950102,"bus_subway_trolley","Bus / trolleybus",133,1604,57.065,59.929,2.865
4641950202,"bus_subway_trolley","Bus / trolleybus",1604,2441,91.517,100.417,8.9
4641950203,"bus_subway_trolley","Bus / trolleybus",2441,1604,93.085,92.883,-0.202
4644560206,"bus_subway_trolley","Subway / El",4459,90,40.233,41.483,1.25
4648060101,"bus_subway_trolley","Bus / trolleybus",25,57,22.031,21.762,-0.269
4648060103,"bus_subway_trolley","Bus / trolleybus",71,828,31.581,33.527,1.946
4651940101,"bus_subway_trolley","Bus / trolleybus",2610,111,47.208,57.458,10.25
4651940102,"bus_subway_trolley","Bus / trolleybus",111,2610,39.31,41.435,2.125
4668800101,"bus_subway_trolley","Subway / El",618,98,52.5,57.25,4.75
4668800102,"bus_subway_trolley","Subway / El",98,618,49.094,55.469,6.375
4668800201,"bus_subway_trolley","Subway / El",618,70,49.367,54.117,4.75
4668800202,"bus_subway_trolley","Subway / El",70,618,42.096,46.11,4.015
4671530104,"bus_subway_trolley","Bus / trolleybus",819,809,20.473,23.31,2.838
4673630101,"bus_subway_trolley","Bus / trolleybus",818,112,28.979,31.317,2.337
4673630102,"bus_subway_trolley","Bus / trolleybus",112,70,14.39,14.873,0.483
4673630103,"bus_subway_trolley","Bus / trolleybus",70,818,32.125,31.933,-0.192
4674930101,"bus_subway_trolley","Trolley / light rail",1016,1025,16.144,16.769,0.625
4674930201,"bus_subway_trolley","Subway / El",1016,842,46.667,51.075,4.408
4674930202,"bus_subway_trolley","Subway / El",842,1016,41.24,47.51,6.271
4675660104,"bus_subway_trolley","Bus / trolleybus",2213,6016,NA,NA,NA
4683680202,"bus_subway_trolley","Subway / El",1816,414,52.748,62.933,10.186
4687340102,"bus_subway_trolley","Bus / trolleybus",2634,2615,31.833,32.881,1.048
4687340106,"bus_subway_trolley","Bus / trolleybus",1018,41,19.946,21.202,1.256
4687340202,"bus_subway_trolley","Bus / trolleybus",2634,2615,31.833,32.881,1.048
4687340209,"bus_subway_trolley","Bus / trolleybus",3210,3201,25.179,24.692,-0.488
4687340210,"bus_subway_trolley","Bus / trolleybus",3201,2631,37.717,39.677,1.96
4691160203,"bus_subway_trolley","Bus / trolleybus",4416,4427,40.152,36.292,-3.861
4691160204,"bus_subway_trolley","Bus / trolleybus",4427,1213,70.6,81.737,11.137
4691160302,"bus_subway_trolley","Bus / trolleybus",2010,4427,55.04,55.594,0.554
4697870202,"bus_subway_trolley","Bus / trolleybus",411,2612,28.4,30.731,2.331
4708490205,"bus_subway_trolley","Bus / trolleybus",44,2210,NA,NA,NA
4708490206,"bus_subway_trolley","Bus / trolleybus",2210,3014,NA,NA,NA
4719420102,"bus_subway_trolley","Bus / trolleybus",804,71,32.81,36.712,3.902
4719420104,"bus_subway_trolley","Bus / trolleybus",95,90,14.7,18.442,3.742
4719420105,"bus_subway_trolley","Bus / trolleybus",90,804,30.044,29.377,-0.667
4723780101,"bus_subway_trolley","Trolley / light rail",1002,1030,26.31,30.31,4
4723780102,"bus_subway_trolley","Trolley / light rail",1030,1002,32.558,32.91,0.352
4731730201,"bus_subway_trolley","Subway / El",1215,92,24.35,23.85,-0.5
4731730202,"bus_subway_trolley","Subway / El",92,1215,27.117,25.933,-1.183
4749130105,"bus_subway_trolley","Bus / trolleybus",68,86,7.933,8.067,0.133
4754790101,"bus_subway_trolley","Bus / trolleybus",841,430,45.025,54.775,9.75
4754790102,"bus_subway_trolley","Bus / trolleybus",430,841,53.348,53.406,0.058
4754790202,"bus_subway_trolley","Bus / trolleybus",841,430,42.9,45.9,3
4754790203,"bus_subway_trolley","Bus / trolleybus",430,841,53.348,53.406,0.058
4754790302,"bus_subway_trolley","Bus / trolleybus",841,430,42.9,45.9,3
4754790303,"bus_subway_trolley","Bus / trolleybus",430,841,53.348,53.406,0.058
4754790402,"bus_subway_trolley","Bus / trolleybus",841,430,42.9,45.9,3
4754790403,"bus_subway_trolley","Subway / El",430,841,53.527,51.848,-1.679
4754790502,"bus_subway_trolley","Bus / trolleybus",841,430,42.9,45.9,3
4754790503,"bus_subway_trolley","Subway / El",430,841,53.348,53.406,0.058
4765250101,"bus_subway_trolley","Bus / trolleybus",435,3219,55.131,52.858,-2.273
4765250102,"bus_subway_trolley","Bus / trolleybus",3219,435,48.233,44.85,-3.383
4765250301,"bus_subway_trolley","Bus / trolleybus",435,424,13.965,14.373,0.408
4765250302,"bus_subway_trolley","Bus / trolleybus",424,435,18.496,14.725,-3.771
4767700201,"bus_subway_trolley","Bus / trolleybus",1623,1445,43.663,46.885,3.223
4767700202,"bus_subway_trolley","Bus / trolleybus",1445,1623,NA,NA,NA
4768820102,"bus_subway_trolley","Bus / trolleybus",1423,81,37.115,40.583,3.469
4778050203,"bus_subway_trolley","Bus / trolleybus",12,73,19.217,21.558,2.342
4778050205,"bus_subway_trolley","Bus / trolleybus",61,12,19.671,26.065,6.394
4783650101,"bus_subway_trolley","Bus / trolleybus",1027,1025,17.712,19.502,1.79
4783650102,"bus_subway_trolley","Bus / trolleybus",1025,103,19.065,19.108,0.044
4783650103,"bus_subway_trolley","Bus / trolleybus",103,1027,21.988,22.512,0.525
4791470101,"bus_subway_trolley","Bus / trolleybus",10,71,19.417,21.55,2.133
4805360101,"bus_subway_trolley","Bus / trolleybus",11642,88,137.213,144.713,7.5
4805360102,"bus_subway_trolley","Bus / trolleybus",88,11642,122.217,126.467,4.25
4816200105,"bus_subway_trolley","Subway / El",71,68,7.933,8.085,0.152
4816200106,"bus_subway_trolley","Bus / trolleybus",68,90,10.523,13.048,2.525
4816460101,"bus_subway_trolley","Bus / trolleybus",2620,2430,46.144,45.688,-0.456
4816460102,"bus_subway_trolley","Subway / El",2430,2620,44.035,49.717,5.681
4824800201,"bus_subway_trolley","Subway / El",138,10215,73.562,89.825,16.263
4829410103,"bus_subway_trolley","Trolley / light rail",1021,42,38.39,34.783,-3.606
4829410104,"bus_subway_trolley","Trolley / light rail",42,1021,67.567,80.65,13.083
4829770101,"bus_subway_trolley","Bus / trolleybus",2423,2215,54.958,59.138,4.179
4829770102,"bus_subway_trolley","Bus / trolleybus",2215,2628,68.96,75.6,6.64
4831130101,"bus_subway_trolley","Subway / El",13,80,21.385,21.215,-0.171
4832100204,"bus_subway_trolley","Subway / El",92,422,37.967,37.529,-0.438
4851790102,"bus_subway_trolley","Subway / El",1038,1814,58.969,65.021,6.052
4851790103,"bus_subway_trolley","Subway / El",1814,1030,31.225,34.2,2.975
4871620101,"bus_subway_trolley","Bus / trolleybus",4455,71,51.1,50.6,-0.5
4871620102,"bus_subway_trolley","Bus / trolleybus",71,4455,41.633,43.523,1.89
4873700203,"bus_subway_trolley","Subway / El",411,93,23.506,23.6,0.094
4873700204,"bus_subway_trolley","Bus / trolleybus",93,2214,44.958,49.071,4.112
4874540102,"bus_subway_trolley","Bus / trolleybus",1210,93,25.95,29.45,3.5
4874540103,"bus_subway_trolley","Bus / trolleybus",93,93,8.26,8.548,0.287
4874540104,"bus_subway_trolley","Bus / trolleybus",93,88,9.938,11.104,1.167
4874540105,"bus_subway_trolley","Bus / trolleybus",88,74,10.473,11.915,1.442
4875320101,"bus_subway_trolley","Trolley / light rail",1013,84,28.565,31.992,3.427
4875320102,"bus_subway_trolley","Trolley / light rail",84,1013,33.835,36.767,2.931
4875910102,"bus_subway_trolley","Subway / El",819,93,24.825,25.95,1.125
4875910110,"bus_subway_trolley","Bus / trolleybus",8,817,22.442,23.55,1.108
4877260201,"bus_subway_trolley","Subway / El",3613,36,87.867,83.367,-4.5
4916910101,"bus_subway_trolley","Bus / trolleybus",2425,11808,78.779,85.338,6.558
4916910102,"bus_subway_trolley","Bus / trolleybus",11808,12238,64.908,70.35,5.442
4916910103,"bus_subway_trolley","Bus / trolleybus",12238,2425,43.456,45.344,1.888
4925520402,"bus_subway_trolley","Bus / trolleybus",135,92,14.738,15.583,0.846
4928930101,"bus_subway_trolley","Bus / trolleybus",136,70,25.996,27.644,1.648
4928930103,"bus_subway_trolley","Bus / trolleybus",56,60,11.3,13.356,2.056
4928930104,"bus_subway_trolley","Bus / trolleybus",60,73,8.287,9.267,0.979
4928930105,"bus_subway_trolley","Bus / trolleybus",73,79,12.49,14.652,2.162
4928930108,"bus_subway_trolley","Bus / trolleybus",99,133,13.613,16.515,2.902
4929160101,"bus_subway_trolley","Bus / trolleybus",8,137,29.871,29.946,0.075
4934560201,"bus_subway_trolley","Bus / trolleybus",1215,820,40.692,45.258,4.567
4934560202,"bus_subway_trolley","Bus / trolleybus",820,1215,40.8,44.8,4
4940770206,"bus_subway_trolley","Bus / trolleybus",139,92,22.742,21.602,-1.14
4947090101,"bus_subway_trolley","Bus / trolleybus",5020,131,64.515,62.877,-1.638
4947090102,"bus_subway_trolley","Bus / trolleybus",131,5020,58.192,63.817,5.625
4948250101,"bus_subway_trolley","Bus / trolleybus",2807,2809,32.59,31.767,-0.823
4948250102,"bus_subway_trolley","Bus / trolleybus",2809,2811,21.717,22.592,0.875
4948250103,"bus_subway_trolley","Bus / trolleybus",2811,2807,11.908,13.783,1.875
4952180201,"bus_subway_trolley","Bus / trolleybus",141,121,14.204,16.433,2.229
4952180301,"bus_subway_trolley","Bus / trolleybus",141,121,14.204,16.433,2.229
4954840101,"bus_subway_trolley","Bus / trolleybus",1214,10211,79.917,86.465,6.548
4954840102,"bus_subway_trolley","Subway / El",10211,1214,96.221,85.383,-10.838
4954840201,"bus_subway_trolley","Bus / trolleybus",1214,10211,79.917,86.465,6.548
4954840202,"bus_subway_trolley","Subway / El",10211,1214,96.221,85.383,-10.838
4964260101,"bus_subway_trolley","Bus / trolleybus",427,2406,35.933,38.242,2.308
4964260102,"bus_subway_trolley","Bus / trolleybus",2406,80,41.035,44.392,3.356
4964260103,"bus_subway_trolley","Bus / trolleybus",80,1403,37.729,40.985,3.256
4964260104,"bus_subway_trolley","Bus / trolleybus",1403,427,21.242,21.683,0.442
4964260107,"bus_subway_trolley","Bus / trolleybus",1408,2643,62.046,67.298,5.252
4969920302,"bus_subway_trolley","Trolley / light rail",5008,5020,43.817,43.817,0
4971940101,"bus_subway_trolley","Bus / trolleybus",10431,10402,24.183,29.871,5.688
4971940105,"bus_subway_trolley","Bus / trolleybus",10401,10431,27.267,27.267,0
4985230101,"bus_subway_trolley","Bus / trolleybus",415,98,30.619,30.96,0.342
4985230103,"bus_subway_trolley","Subway / El",112,88,17.542,18.033,0.492
4985230104,"bus_subway_trolley","Bus / trolleybus",88,415,35.496,38.725,3.229
4989420102,"bus_subway_trolley","Bus / trolleybus",3220,59,NA,NA,NA
4989420104,"bus_subway_trolley","Subway / El",74,1428,20.298,20.992,0.694
4989420107,"bus_subway_trolley","Subway / El",1418,93,30.602,30.727,0.125
4989420108,"bus_subway_trolley","Bus / trolleybus",93,1418,28.115,31.433,3.319
4990450101,"bus_subway_trolley","Bus / trolleybus",2425,11633,100.633,120.2,19.567
4990450103,"bus_subway_trolley","Bus / trolleybus",61,51,17.492,21.29,3.798
4990450104,"bus_subway_trolley","Bus / trolleybus",51,2431,62.096,60.038,-2.058
4990450105,"bus_subway_trolley","Bus / trolleybus",2431,2425,13.408,15.533,2.125
5002200201,"bus_subway_trolley","Bus / trolleybus",1015,1435,46.692,46.915,0.223
5002200202,"bus_subway_trolley","Bus / trolleybus",1435,1019,47.748,51.173,3.425
5003940201,"bus_subway_trolley","Bus / trolleybus",26,53,25.633,26.525,0.892
5003940202,"bus_subway_trolley","Bus / trolleybus",53,26,25.29,28.006,2.717
5006430102,"bus_subway_trolley","Subway / El",401,72,26.994,29.119,2.125
5006430103,"bus_subway_trolley","Trolley / light rail",72,1007,26.408,31.169,4.76
5006430105,"bus_subway_trolley","Trolley / light rail",1022,1040,18.419,19.3,0.881
5006430106,"bus_subway_trolley","Subway / El",1040,401,37.569,41.2,3.631
5006430110,"bus_subway_trolley","Trolley / light rail",401,601,22.327,26.967,4.64
5009080101,"bus_subway_trolley","Bus / trolleybus",3030,1429,63.417,59.992,-3.425
5009080102,"bus_subway_trolley","Bus / trolleybus",1429,3030,66.404,68.762,2.358
5019750102,"bus_subway_trolley","Bus / trolleybus",4412,1007,27.742,27.742,0
5019750103,"bus_subway_trolley","Bus / trolleybus",1007,837,28.308,33.692,5.383
5019750105,"bus_subway_trolley","Bus / trolleybus",849,1007,19.825,38.998,19.173
5019750201,"bus_subway_trolley","Bus / trolleybus",4412,2019,26.867,23.667,-3.2
5019750202,"bus_subway_trolley","Bus / trolleybus",2019,4448,43.385,48.513,5.127
5019750203,"bus_subway_trolley","Bus / trolleybus",4448,1216,42.663,45.042,2.379
5019750204,"bus_subway_trolley","Bus / trolleybus",1216,4412,78.233,55.4,-22.833
5019750301,"bus_subway_trolley","Bus / trolleybus",4412,41,48.271,49.254,0.983
5019750302,"bus_subway_trolley","Subway / El",41,409,19.208,19.377,0.169
5019750304,"bus_subway_trolley","Bus / trolleybus",415,15229,NA,NA,NA
5019750305,"bus_subway_trolley","Bus / trolleybus",15229,4412,NA,NA,NA
5020830205,"bus_subway_trolley","Bus / trolleybus",3203,1040,43.242,40.35,-2.892
5021380101,"bus_subway_trolley","Subway / El",432,133,30.54,31.677,1.137
5021380102,"bus_subway_trolley","Bus / trolleybus",133,419,34.175,42.992,8.817
5021380204,"bus_subway_trolley","Subway / El",10449,432,NA,NA,NA
5021380301,"bus_subway_trolley","Bus / trolleybus",432,434,13.917,13.975,0.058
5021380303,"bus_subway_trolley","Bus / trolleybus",3014,419,48.85,52.121,3.271
5021380304,"bus_subway_trolley","Bus / trolleybus",419,432,23.938,24.483,0.546
5021380402,"bus_subway_trolley","Bus / trolleybus",419,12013,121.417,118.408,-3.008
5021380403,"bus_subway_trolley","Bus / trolleybus",12013,432,98.14,118.143,20.004
5032850101,"bus_subway_trolley","Bus / trolleybus",842,17,20.292,22.525,2.233
5032850103,"bus_subway_trolley","Bus / trolleybus",17,2,22.894,32.89,9.996
5032850104,"bus_subway_trolley","Bus / trolleybus",2,4,19.354,24.65,5.296
5032850106,"bus_subway_trolley","Bus / trolleybus",2641,842,65.256,68.81,3.554
5047750101,"bus_subway_trolley","Bus / trolleybus",8,118,31.058,34.283,3.225
5055370101,"bus_subway_trolley","Bus / trolleybus",41,32,24.346,27.235,2.89
5058720101,"bus_subway_trolley","Bus / trolleybus",618,80,53.4,51.4,-2
5058720102,"bus_subway_trolley","Bus / trolleybus",80,618,45.938,49.417,3.479
5062010101,"bus_subway_trolley","Subway / El",5021,4459,37.2,37.2,0
5062010102,"bus_subway_trolley","Subway / El",4459,69,36.717,38.467,1.75
5067500103,"bus_subway_trolley","Bus / trolleybus",89,51,13.469,13.025,-0.444
5067500104,"bus_subway_trolley","Bus / trolleybus",51,69,17.081,17.59,0.508
5079600103,"bus_subway_trolley","Subway / El",1040,69,22.06,25.494,3.433
5086400101,"bus_subway_trolley","Bus / trolleybus",4432,4427,77.036,62.571,-14.464
5086400102,"bus_subway_trolley","Bus / trolleybus",4427,4432,80.647,80.467,-0.181
