"","ID","HH_ID","PERSON_NUM","PERSON_ID","HH_WEIGHT","P_WEIGHT","TOUR_NUM","WKSUB_NUM","WKSUB_ID","TRIP_NUM","TRIP_ID","RECORD_ID","NOGO","WHYNO","TOUR_TYPE","TOUR_STOPS","START_TRAV","O_LOC_TYPE","O_GEO_ACC","O_STATE","O_REGION","O_COUNTY","O_CPA","O_MCD","O_TRACT","O_TAZ","ARRIVE","ACTIV1","ACTIV2","ACTIV3","ACTIV4","ACT_DUR1","ACT_DUR2","ACT_DUR3","ACT_DUR4","DEPART","MODE","MODE_AGG","PARTY","HH_MEM","HH_PER_NUM1","HH_PER_NUM2","HH_PER_NUM3","HH_PER_NUM4","HH_PER_NUM5","HH_PER_NUM6","DRVER","VEH_NUM","USE_TOLL","TOLL_RD1","TOLL_RD2","TOLL_RD3","TOLL_RD4","TOLL_RD5","TOLL_B1","TOLL_B2","TOLL_B3","TOLL_B4","TOLL_B5","TOLL_B6","TOLL_B7","TOLL_B8","TOLL_B9","PARK_AT","PARK_TRAV","PARK_PAY","PARK_COST","PARK_UNIT","D_LOC_TYPE","D_GEO_ACC","D_STATE","D_REGION","D_COUNTY","D_CPA","D_MCD","D_TRACT","D_TAZ","TripFactor","Survey_TravTime","Model_TravTime","Model_TravDist","CompositeWeight"
"535",25380,416581,1,41658101,443.9604921,114.4519886,1,NA,4.16581e+11,1,4.16581e+13,4165810101,NA,NA,1,2,2,1,1,42,1,42101,"101_110",4210160000,42101008601,1027,"",1,NA,NA,NA,"4:00","","","","9:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101037600,131,1.17,30,29.424943,3.902781,133.9088266
"536",25381,416581,1,41658101,443.9604921,114.4519886,1,NA,4.16581e+11,2,4.16581e+13,4165810102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101037600,131,"10:00",5,NA,NA,NA,"5:00","","","","15:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101001202,24,1.17,20,19.278363,1.52401,133.9088266
"537",25384,416581,1,41658101,443.9604921,114.4519886,2,NA,4.16581e+11,5,4.16581e+13,4165810105,NA,NA,2,NA,NA,3,6,42,1,42101,"101_103",4210160000,42101001201,30,"18:20",3,NA,NA,NA,"3:00","","","","21:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000600,58,1.17,30,13.594292,1.127699,133.9088266
"538",25393,416693,1,41669301,234.0848624,462.1928786,1,NA,4.16693e+11,1,4.16693e+13,4166930101,NA,NA,1,3,2,1,1,42,1,42101,"101_112",4210160000,42101037200,804,"",1,NA,NA,NA,"3:30","","","","7:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,88,1.12,60,28.701108,3.432676,517.656024
"539",25396,416693,1,41669301,234.0848624,462.1928786,1,NA,4.16693e+11,4,4.16693e+13,4166930104,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,88,"11:45",5,NA,NA,NA,"5:45","","","","17:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_112",4210160000,42101037200,804,1.12,30,29.556428,3.243739,517.656024
"540",25400,416693,2,41669302,234.0848624,462.1928786,1,NA,4.16693e+11,1,4.16693e+13,4166930201,NA,NA,2,2,2,1,1,42,1,42101,"101_112",4210160000,42101037200,804,"",1,NA,NA,NA,"12:00","","","","15:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101001800,5,1.12,20,22.181638,2.266596,517.656024
"541",25528,416953,4,41695304,187.5678974,521.9697858,1,NA,4.16953e+11,1,4.16953e+13,4169530401,NA,NA,1,1,2,1,1,42,1,42017,"017_511",4201744968,42017105509,16037,"",1,NA,NA,NA,"0:00","","","","6:45",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,74,1.12,75,110.700288,32.273412,584.6061601
"542",25529,416953,4,41695304,187.5678974,521.9697858,1,NA,4.16953e+11,2,4.16953e+13,4169530402,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,74,"8:00",5,NA,NA,NA,"0:00","","","","16:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42017,"017_511",4201744968,42017105509,16037,1.12,90,108.626724,32.293125,584.6061601
"543",25808,418270,1,41827001,97.34688475,83.98679561,1,NA,4.1827e+11,1,4.1827e+13,4182700101,NA,NA,2,4,2,1,1,42,1,42091,"091_412",4209100156,42091201608,12219,"",1,NA,NA,NA,"0:00","","","","9:15",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42091,"091_412",4209100156,42091201800,12211,1.17,10,22.788658,2.021942,98.26455087
"544",25812,418270,1,41827001,97.34688475,83.98679561,1,NA,4.1827e+11,5,4.1827e+13,4182700105,NA,NA,2,NA,NA,4,1,42,1,42091,"091_412",4209100156,42091201800,12208,"9999",8,NA,NA,NA,"0:00","","","","15:05",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42091,"091_412",4209100156,42091201608,12219,1.17,20,29.189776,2.702965,98.26455087
"545",25956,419159,1,41915901,182.3521785,102.4186488,1,NA,4.19159e+11,2,4.19159e+13,4191590102,NA,NA,1,NA,NA,4,3,42,1,42101,"101_103",4210160000,42101013500,140,"7:30",19,NA,NA,NA,"0:00","","","","7:35",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,42,1,42101,"101_103",4210160000,42101000700,63,1.17,5,20.824699,1.713596,119.8298191
"546",25957,419159,1,41915901,182.3521785,102.4186488,1,NA,4.19159e+11,3,4.19159e+13,4191590103,NA,NA,1,NA,NA,4,3,42,1,42101,"101_103",4210160000,42101000700,63,"7:40",19,NA,NA,NA,"0:00","","","","7:50",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101980000,1040,1.17,3,12.942162,1.909603,119.8298191
"547",25958,419159,1,41915901,182.3521785,102.4186488,1,NA,4.19159e+11,4,4.19159e+13,4191590104,NA,NA,1,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101980000,1040,"7:53",19,NA,NA,NA,"0:00","","","","7:59",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101036900,1026,1.17,6,11,0.559234,119.8298191
"548",25964,419159,2,41915902,182.3521785,124.6234446,1,NA,4.19159e+11,2,4.19159e+13,4191590202,NA,NA,3,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101013602,142,"6:25",19,NA,NA,NA,"0:00","","","","6:30",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101014400,401,1.17,48,24.793591,2.337292,145.8094302
"549",25965,419159,2,41915902,182.3521785,124.6234446,1,NA,4.19159e+11,3,4.19159e+13,4191590203,NA,NA,3,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101014400,401,"7:18",19,NA,NA,NA,"0:00","","","","7:25",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_109",4210160000,42101037800,615,1.17,0,32.30893,3.389271,145.8094302
"550",25966,419159,2,41915902,182.3521785,124.6234446,1,NA,4.19159e+11,4,4.19159e+13,4191590204,NA,NA,3,NA,NA,4,1,42,1,42101,"101_109",4210160000,42101037800,615,"7:25",5,NA,NA,NA,"8:00","","","","16:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_109",4210160000,42101037900,623,1.17,23,17.564385,0.990089,145.8094302
"551",25967,419159,2,41915902,182.3521785,124.6234446,1,NA,4.19159e+11,5,4.19159e+13,4191590205,NA,NA,3,NA,NA,4,1,42,1,42101,"101_109",4210160000,42101037900,623,"16:23",19,NA,NA,NA,"0:00","","","","16:40",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_104",4210160000,42101031600,3014,1.17,0,32.227597,4.288539,145.8094302
"552",25968,419159,2,41915902,182.3521785,124.6234446,1,NA,4.19159e+11,6,4.19159e+13,4191590206,NA,NA,3,NA,NA,4,1,42,1,42101,"101_104",4210160000,42101031600,3014,"16:40",19,NA,NA,NA,"0:00","","","","16:40",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101014900,415,1.17,30,51.209564,8.469059,145.8094302
"553",26078,419577,4,41957704,366.605881,1107.265586,1,NA,4.19577e+11,2,4.19577e+13,4195770402,NA,NA,1,NA,NA,4,1,42,1,42101,"101_104",4210160000,42101035100,3032,"14:30",19,NA,NA,NA,"0:10","","","","14:40",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,91,1.12,20,52.235668,15.855093,1240.137457
"554",26370,421294,1,42129401,91.07796866,126.0841182,1,NA,4.21294e+11,1,4.21294e+13,4212940101,NA,NA,3,1,2,2,1,42,1,42091,"091_402",4209179136,42091205809,10226,"",1,NA,NA,NA,"0:00","","","","3:45",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101036700,126,1.12,186,87.294782,20.287039,141.2142124
"555",26371,421294,1,42129401,91.07796866,126.0841182,1,NA,4.21294e+11,2,4.21294e+13,4212940102,NA,NA,3,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101036700,126,"6:51",5,NA,NA,NA,"8:45","","","","15:36",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42091,"091_402",4209179136,42091205809,10226,1.12,69,82.889388,20.045443,141.2142124
"556",26396,421828,1,42182801,172.1268987,96.92038715,1,NA,4.21828e+11,1,4.21828e+13,4218280101,NA,NA,1,2,2,1,1,42,1,42101,"101_112",4210160000,42101003901,822,"",2,7,NA,NA,"1:00","1:00","","","6:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_117",4210160000,42101024700,2415,1.12,60,44.042432,9.325362,108.5508336
"557",26398,421828,1,42182801,172.1268987,96.92038715,1,NA,4.21828e+11,3,4.21828e+13,4218280103,NA,NA,1,NA,NA,4,1,42,1,42101,"101_104",4210160000,42101035200,3034,"18:15",3,NA,NA,NA,"2:30","","","","21:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_112",4210160000,42101003901,822,1.12,75,61.323722,15.694458,108.5508336
"558",26400,421828,2,42182802,172.1268987,100.3896759,1,NA,4.21828e+11,1,4.21828e+13,4218280201,NA,NA,1,2,2,1,1,42,1,42101,"101_112",4210160000,42101003901,822,"",1,2,NA,NA,"1:00","2:00","","","6:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_106",4210160000,42101011100,1229,1.12,45,45.440448,6.539293,112.436437
"559",26408,421889,2,42188902,287.1623204,178.1439768,1,NA,4.21889e+11,1,4.21889e+13,4218890201,NA,NA,1,1,2,1,1,42,1,42101,"101_112",4210160000,42101003902,805,"",1,NA,NA,NA,"7:00","","","","10:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,91,1.12,30,19.127612,2.908477,199.5212541
"560",26409,421889,2,42188902,287.1623204,178.1439768,1,NA,4.21889e+11,2,4.21889e+13,4218890202,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,91,"10:30",5,NA,NA,NA,"0:05","","","","16:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_112",4210160000,42101003902,805,1.12,30,19.008815,2.935062,199.5212541
"561",26636,422640,1,42264001,149.3680069,117.0082663,1,NA,4.2264e+11,4,4.2264e+13,4226400104,NA,NA,1,NA,NA,4,1,42,1,42091,"091_403",4209154656,42091203902,10422,"16:40",19,NA,NA,NA,"0:00","","","","17:05",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42045,"045_203",4204579000,42045400500,4459,1.15,23,33.942327,13.660449,134.5595063
"562",26637,422640,1,42264001,149.3680069,117.0082663,1,NA,4.2264e+11,5,4.2264e+13,4226400105,NA,NA,1,NA,NA,4,1,42,1,42045,"045_203",4204579000,42045400500,4459,"17:28",19,NA,NA,NA,"0:00","","","","17:33",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_103",4210160000,42101036700,125,1.15,25,32.548835,7.426563,134.5595063
"563",26642,422640,2,42264002,149.3680069,109.9549766,1,NA,4.2264e+11,2,4.2264e+13,4226400202,NA,NA,1,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101036700,125,"8:25",18,NA,NA,NA,"0:10","","","","8:35",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000300,117,1.15,30,18.911922,2.350882,126.448223
"564",26643,422640,2,42264002,149.3680069,109.9549766,1,NA,4.2264e+11,3,4.2264e+13,4226400203,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000300,117,"9:05",5,NA,NA,NA,"8:00","","","","17:10",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000300,117,1.15,30,4.251208,0.067703,126.448223
"565",26860,423742,1,42374201,153.7090146,73.81519135,1,NA,4.23742e+11,1,4.23742e+13,4237420101,NA,NA,1,1,2,1,1,42,1,42091,"091_404",4209143312,42091208604,10602,"",1,NA,NA,NA,"0:00","","","","6:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,80,1.12,90,133.333258,37.665381,82.67301432
"566",27023,424709,1,42470901,318.6405375,103.1176435,1,NA,4.24709e+11,1,4.24709e+13,4247090101,NA,NA,1,1,2,1,1,42,1,42101,"101_103",4210160000,42101000801,49,"",1,7,NA,NA,"1:00","0:30","","","9:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101008801,1028,1.17,15,9.966146,1.277857,120.6476429
"567",27556,427136,1,42713601,397.3081471,172.0472489,1,NA,4.27136e+11,1,4.27136e+13,4271360101,NA,NA,3,0,2,1,1,42,1,42101,"101_112",4210160000,42101004102,813,"",1,NA,NA,NA,"0:00","","","","7:40",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,96,1.17,583,30.788566,3.362284,201.2952812
"568",27615,427510,4,42751004,469.9974671,278.9805222,1,NA,4.2751e+11,1,4.2751e+13,4275100401,NA,NA,2,5,2,1,1,42,1,42101,"101_108",4210160000,42101021700,3215,"",1,NA,NA,NA,"3:35","","","","6:35",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,42,1,42101,"101_112",4210160000,42101002400,846,1.17,45,46.809493,10.794756,326.4072109
"569",27616,427510,4,42751004,469.9974671,278.9805222,1,NA,4.2751e+11,2,4.2751e+13,4275100402,NA,NA,2,NA,NA,3,6,42,1,42101,"101_112",4210160000,42101002400,846,"7:20",3,NA,NA,NA,"3:10","","","","10:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_112",4210160000,42101004202,808,1.17,45,19.053418,2.261182,326.4072109
"570",27647,427615,1,42761501,312.7658348,166.2835719,1,NA,4.27615e+11,1,4.27615e+13,4276150101,NA,NA,1,3,2,1,1,42,1,42101,"101_103",4210160000,42101001101,21,"",1,NA,NA,NA,"5:35","","","","8:35",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101036900,1025,1.12,30,21.445981,2.154644,186.2376005
"571",27648,427615,1,42761501,312.7658348,166.2835719,1,NA,4.27615e+11,2,4.27615e+13,4276150102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101036900,1025,"9:05",5,NA,NA,NA,"7:00","","","","17:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000500,69,1.12,25,16.56589,2.389062,186.2376005
"572",27722,428216,1,42821601,51.89662555,89.63109736,1,NA,4.28216e+11,1,4.28216e+13,4282160101,NA,NA,1,4,2,1,1,42,1,42101,"101_103",4210160000,42101001201,27,"",1,NA,NA,NA,"0:05","","","","8:05",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_107",4210160000,42101037700,414,1.15,35,32.996119,3.803614,103.075762
"573",27723,428216,1,42821601,51.89662555,89.63109736,1,NA,4.28216e+11,2,4.28216e+13,4282160102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_107",4210160000,42101037700,414,"8:40",5,NA,NA,NA,"5:30","","","","14:10",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101036900,1025,1.15,20,30.464041,4.150253,103.075762
"574",27724,428216,1,42821601,51.89662555,89.63109736,1,NA,4.28216e+11,3,4.28216e+13,4282160103,NA,NA,1,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101036900,1025,"14:30",19,NA,NA,NA,"0:10","","","","14:40",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101036900,1030,1.15,15,5.4,0.203188,103.075762
"575",28056,430255,1,43025501,221.0071427,367.672867,1,NA,4.30255e+11,1,4.30255e+13,4302550101,NA,NA,2,4,2,1,1,42,1,42045,"045_203",4204579000,42045400500,4461,"",1,NA,NA,NA,"0:00","","","","9:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,42,1,42045,"045_206",4204533144,42045409100,5011,1.17,30,19.508835,2.48631,430.1772544
"576",28059,430255,1,43025501,221.0071427,367.672867,1,NA,4.30255e+11,4,4.30255e+13,4302550104,NA,NA,2,NA,NA,4,1,42,1,42045,"045_206",4204533144,42045408500,5010,"9999",8,NA,NA,NA,"0:00","","","","9999",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42045,"045_206",4204554224,42045409903,5039,1.17,NA,NA,NA,430.1772544
"577",28177,430605,1,43060501,543.8800878,135.9335036,1,NA,4.30605e+11,1,4.30605e+13,4306050101,NA,NA,2,2,2,1,1,42,1,42101,"101_110",4210160000,42101008701,1033,"",1,NA,NA,NA,"5:30","","","","9:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,42,1,42101,"101_103",4210160000,42101012500,135,1.17,25,30.131624,3.66318,159.0421992
"578",28178,430605,1,43060501,543.8800878,135.9335036,1,NA,4.30605e+11,2,4.30605e+13,4306050102,NA,NA,2,NA,NA,3,6,42,1,42101,"101_103",4210160000,42101012500,135,"9:25",4,NA,NA,NA,"1:30","","","","11:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101036900,1030,1.17,35,23.246607,2.506688,159.0421992
"579",28253,431031,1,43103101,318.6405375,97.35893424,1,NA,4.31031e+11,1,4.31031e+13,4310310101,NA,NA,1,2,2,1,1,42,1,42101,"101_103",4210160000,42101000401,103,"",1,NA,NA,NA,"3:00","","","","11:30",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101009000,1036,1.17,30,12.364913,0.904474,113.9099531
"580",28316,431230,1,43123001,210.3458359,481.9935663,1,NA,4.3123e+11,1,4.3123e+13,4312300101,NA,NA,3,2,2,1,1,42,1,42101,"101_108",4210160000,42101021000,3207,"",1,NA,NA,NA,"6:00","","","","9:10",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,93,1.12,15,21.146886,7.683325,539.8327943
"581",28447,432026,1,43202601,379.4674862,424.2472913,1,NA,4.32026e+11,1,4.32026e+13,4320260101,NA,NA,1,1,2,1,1,42,1,42101,"101_109",4210160000,42101017900,619,"",1,NA,NA,NA,"10:00","","","","15:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_112",4210160000,42101002802,829,1.17,60,46.937114,6.939465,496.3693308
"582",28448,432026,1,43202601,379.4674862,424.2472913,1,NA,4.32026e+11,2,4.32026e+13,4320260102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_112",4210160000,42101002802,829,"16:30",5,NA,NA,NA,"4:00","","","","21:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_109",4210160000,42101017900,619,1.17,65,45.038301,7.184285,496.3693308
"583",28519,432208,1,43220801,616.7457714,288.2863846,1,NA,4.32208e+11,1,4.32208e+13,4322080101,NA,NA,1,1,2,1,1,42,1,42101,"101_101",4210160000,42101019800,1425,"",1,NA,NA,NA,"0:00","","","","7:20",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,95,1.17,55,27.685963,4.966957,337.29507
