record_id,person_id,journey_id,trip_num,mode,rr_role,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,o_county,d_county,peak_period,is_peak,survey_travtime,model_travtime,tt_cut_mean_min,tt_cut_sd_min,tt_cut_n_ok,tt_restore_mean_min,tt_restore_sd_min,tt_restore_n_ok
3301380302,33013803,7961,2,22,rail_leg,7:25,445,-75.3285784262649,39.9077335323186,-75.1612826317197,39.9532127364358,42045,42101,am_peak,TRUE,35,36.507748,58.6625,10.5391626049083,8,47.5958333333333,6.07806849802358,8
3301380303,33013803,7961,3,22,rail_leg,17:00,1020,-75.1612826317197,39.9532127364358,-75.1612826317197,39.9532127364358,42101,42101,pm_peak,TRUE,45,4.127778,10.0958333333333,2.48458341818196,8,10.3041666666667,3.24258311197959,8
3364970201,33649702,9148,1,22,rail_leg,7:30,450,-75.1898142834651,40.0518717143354,-75.1562910038297,39.9768159139408,42101,42101,am_peak,TRUE,60,39.166338,48.5791666666667,3.56265629008326,8,42.7645833333333,5.76009422803768,8
3383780101,33837801,9470,1,22,rail_leg,7:40,460,-75.1898142834651,40.0518717143354,-75.1941152941134,39.9546263068532,42101,42101,am_peak,TRUE,45,36.485688,55.6791666666667,9.16658333295454,8,51.7041666666667,7.28181443244549,8
3383780103,33837801,9472,3,22,rail_leg,17:40,1060,-75.1708705877199,39.9529581159317,-75.1898142834651,40.0518717143354,42101,42101,pm_peak,TRUE,48,35.3169,49.6416666666667,9.24230696824327,8,49.0020833333333,4.30506749665945,8
3418210201,34182102,10014,1,22,rail_leg,7:30,450,-75.3495216111157,39.8940079236362,-75.1545851492175,39.9813757258968,42045,42101,am_peak,TRUE,65,61.294052,86.6666666666667,6.48624919128371,8,74.4166666666667,5.8309518948453,8
3418210202,34182102,10015,2,22,rail_leg,16:30,990,-75.1545851492175,39.9813757258968,-75.3495216111157,39.8940079236362,42101,42045,pm_peak,TRUE,40,59.874693,83.05,9.77751307361754,8,73.4604166666667,8.06955348531633,8
3431120102,34311201,10223,2,22,rail_leg,8:20,500,-74.9063874745106,40.0959040743494,-75.1659426772114,39.9531940428398,42017,42101,am_peak,TRUE,40,42.897435,78.6,18.4932420089069,8,61.1,9.60034721594311,7
3431120103,34311201,10223,3,22,rail_leg,17:11,1031,-75.1659426772114,39.9531940428398,-74.9063874745106,40.0959040743494,42101,42017,pm_peak,TRUE,39,39.253532,78.6666666666667,17.4622040827775,8,63.1666666666667,10.3819899000969,8
3444160104,34441601,10410,4,22,rail_leg,10:57,657,-75.2087795541006,40.0727929276456,-75.1834073455283,39.9599979498596,42101,42101,off_peak,FALSE,25,36.258583,67.9125,13.5255248115765,8,63.6416666666667,11.0507415538003,8
3444160108,34441601,10413,8,22,rail_leg,14:45,885,-75.1834073455283,39.9599979498596,-75.2087795541006,40.0727929276456,42101,42101,off_peak,FALSE,32,36.117323,66.9208333333333,9.22205237460729,8,68.9354166666667,10.8808935407912,8
3485620201,34856202,11220,1,22,rail_leg,8:00,480,-75.2087795541006,40.0727929276456,-75.1659426772114,39.9531940428398,42101,42101,am_peak,TRUE,50,39.893614,57.1,7.97316929278619,8,56.2875,4.4476117186643,8
3485620202,34856202,11221,2,22,rail_leg,18:00,1080,-75.1659426772114,39.9531940428398,-75.2087795541006,40.0727929276456,42101,42101,pm_peak,TRUE,50,37.770337,61.3145833333333,5.38728984416835,8,57.6770833333333,5.42731873861083,8
3494880102,34948801,11338,2,22,rail_leg,4:37,277,-75.1297691436794,40.0713922682092,-75.1608290378846,39.9512565309348,42091,42101,off_peak,FALSE,23,26.21249,67.4666666666667,22.1504595244175,8,47.4666666666667,8.57321409974112,8
3494880104,34948801,11339,4,22,rail_leg,15:40,940,-75.1541388337345,39.9522458625874,-75.1297691436794,40.0713922682092,42101,42091,off_peak,FALSE,20,25.106486,44.2291666666667,7.55458312486375,8,35.5166666666667,6.67618368317024,8
3501660102,35016601,11431,2,22,rail_leg,14:35,875,-75.1648345113326,39.9541020155151,-75.1655206281913,39.9477143701067,42101,42101,off_peak,FALSE,100,7.159904,16.73125,4.3828529294955,8,13.43125,2.40255217309519,8
3501660103,35016601,11432,3,22,rail_leg,20:30,1230,-75.1655206281913,39.9477143701067,-75.1648345113326,39.9541020155151,42101,42101,off_peak,FALSE,120,7.652922,15.0083333333333,4.63395850527078,8,12.4375,4.24865758444256,8
3521040203,35210402,11693,3,22,rail_leg,8:24,504,-75.1325211942729,40.0941668713503,-75.1648345113326,39.9541020155151,42091,42101,am_peak,TRUE,28,34.780763,46.45625,4.72958383937221,8,44.3708333333333,6.62466980309208,8
3521040208,35210402,11696,8,22,rail_leg,17:51,1071,-75.1648345113326,39.9541020155151,-75.1325211942729,40.0941668713503,42101,42091,pm_peak,TRUE,29,33.845095,48.3666666666667,10.285218242007,8,46.6458333333333,5.97352459036924,8
3531220101,35312201,11880,1,22,rail_leg,6:55,415,-75.4630660144789,40.0474160739304,-75.1779217463161,39.9533873770951,42029,42101,am_peak,TRUE,55,45.65507,76.15,9.68798961896341,8,67.2375,7.43257389885259,8
3531220102,35312201,11881,2,22,rail_leg,17:25,1045,-75.1779217463161,39.9533873770951,-75.4630660144789,40.0474160739304,42101,42029,pm_peak,TRUE,110,46.637494,71.7416666666667,8.6178800840379,8,60.2416666666667,9.22632104362296,8
3565060101,35650601,12536,1,22,rail_leg,9:30,570,-75.1813387898497,40.0295103180276,-75.173930383129,39.954707841715,42101,42101,off_peak,FALSE,60,30.031529,52.11875,10.8351479707302,8,44.7708333333333,7.81232618854272,8
3568880102,35688801,12619,2,22,rail_leg,9:16,556,-74.9853265543148,40.0477525065309,-75.1928742171467,39.9459041130135,42101,42101,am_peak,TRUE,50,42.914459,85.0666666666667,12.6603994520597,8,84.15,11.8150428731866,8
3568880103,35688801,12619,3,14,feeder_leg,11:45,705,-75.1928742171467,39.9459041130135,-75.1588750233838,39.9528401835985,42101,42101,off_peak,FALSE,25,24.491364,31.1145833333333,5.67994548864408,8,28.68125,5.62156023574657,8
3568880202,35688802,12623,2,22,rail_leg,9:16,556,-74.9853265543148,40.0477525065309,-75.1928742171467,39.9459041130135,42101,42101,am_peak,TRUE,48,42.914459,85.0666666666667,12.6603994520597,8,84.15,11.8150428731866,8
3568880203,35688802,12623,3,14,feeder_leg,11:45,705,-75.1928742171467,39.9459041130135,-75.1588750233838,39.9528401835985,42101,42101,off_peak,FALSE,25,24.491364,31.1145833333333,5.67994548864408,8,28.68125,5.62156023574657,8
3574140203,35741402,12735,3,22,rail_leg,6:58,418,-75.5182227312107,40.0361776802347,-75.1588750233838,39.9528401835985,42029,42101,am_peak,TRUE,48,52.859265,84.05,9.68798961896341,8,68.8,7.51664818918645,8
3613500206,36135002,13374,6,22,rail_leg,16:00,960,-75.1612826317197,39.9532127364358,-75.1612826317197,39.9532127364358,42101,42101,pm_peak,TRUE,,4.127778,9.33333333333333,2.10260609267461,8,9.54791666666667,1.7838214174088,8
3634880201,36348802,13657,1,22,rail_leg,8:05,485,-75.2784887557887,39.9397339356879,-75.1682068169821,39.957491721513,42045,42101,am_peak,TRUE,,42.453796,55.3375,7.48167470217774,8,53.2875,6.55218823256175,8
3637010102,36370101,13716,2,22,rail_leg,7:43,463,-75.4829079089365,40.0451966969818,-75.1834073455283,39.9599979498596,42029,42101,am_peak,TRUE,42,37.682509,75.5,8.57321409974112,8,68.375,9.53845599964391,8
3664520104,36645201,14379,4,22,rail_leg,16:40,1000,-75.4829079089365,40.0451966969818,-75.1588750233838,39.9528401835985,42029,42101,pm_peak,TRUE,45,58.610662,94.8916666666667,15.0685760484189,8,74.55,7.60638829255665,8
3703190201,37031902,15178,1,22,rail_leg,19:30,1170,-75.1268140035489,40.0819703941513,-75.1659426772114,39.9531940428398,42091,42101,off_peak,FALSE,,47.055049,53.6,6.76123403782813,8,51.4125,8.34924076958926,8
3772110201,37721102,16231,1,22,rail_leg,7:18,438,-75.2997775853713,39.939031243255,-75.1632627264191,39.9610182840982,42045,42101,am_peak,TRUE,42,54.401493,65.8708333333333,7.921748995194,8,58.7395833333333,4.50780573006424,8
3772110202,37721102,16232,2,22,rail_leg,16:45,1005,-75.1632627264191,39.9610182840982,-75.2997775853713,39.939031243255,42101,42045,pm_peak,TRUE,45,47.925501,62.0583333333333,8.97516414493749,8,60.8083333333333,5.84166072277396,8
3775560104,37755601,16293,4,22,rail_leg,12:35,755,-75.3170969015922,40.0208081125859,-75.263745391218,39.9965055434734,42091,42091,off_peak,FALSE,5,24.140791,63.5020833333333,36.3571606421667,8,55.2333333333333,17.4622040827775,8
3782060202,37820602,16456,2,22,rail_leg,8:30,510,-75.3195257705183,40.0049815590517,-75.1648345113326,39.9541020155151,42045,42101,am_peak,TRUE,15,46.003463,54.85,5.8370736308041,8,54.35,4.51188905638679,8
3782060205,37820602,16457,5,22,rail_leg,17:14,1034,-75.1634808483634,39.9480403151119,-75.1634808483634,39.9480403151119,42101,42101,pm_peak,TRUE,26,3.958333,10.6270833333333,3.33977873875045,8,11.1895833333333,2.95818661608012,8
3797000102,37970001,16662,2,22,rail_leg,16:45,1005,-75.1648345113326,39.9541020155151,-75.6982311138271,40.0135155865065,42101,42029,pm_peak,TRUE,65,91.536477,115.777777777778,24.1540503466427,3,118.266666666667,19.3577814768042,4
3830520202,38305202,17383,2,22,rail_leg,6:51,411,-75.1531176077862,40.0998645962702,-75.1648345113326,39.9541020155151,42091,42101,am_peak,TRUE,151,35.407063,52.08125,9.00419407346923,8,45.4979166666667,5.62045186498974,8
3862330102,38623301,17935,2,22,rail_leg,16:30,990,-75.1517226930339,39.9485721389241,-74.9399477360023,40.1745544172025,42101,42017,pm_peak,TRUE,450,78.696143,,,0,,,0
3884280202,38842802,18293,2,22,rail_leg,6:19,379,-75.2823535717739,40.2437347422191,-75.1941152941134,39.9546263068532,42091,42101,am_peak,TRUE,62,71.339909,89.8166666666667,7.64689479462089,6,76.74375,7.81893782367376,8
3884280208,38842802,18297,8,22,rail_leg,16:29,989,-75.1928742171467,39.9459041130135,-75.1834073455283,39.9599979498596,42101,42101,pm_peak,TRUE,4,16.033201,24.925,3.80028194442766,8,19.125,2.90012315009454,8
3884280209,38842802,18297,9,22,rail_leg,16:40,1000,-75.1834073455283,39.9599979498596,-75.2823535717739,40.2437347422191,42101,42091,pm_peak,TRUE,54,66.594024,90.8166666666667,8.75866917483962,8,78.8166666666667,11.2503968183984,8
3891190102,38911901,18520,2,22,rail_leg,7:50,470,-75.1944243101308,40.0409483586041,-75.1834073455283,39.9599979498596,42101,42101,am_peak,TRUE,25,26.583157,50.6875,12.5148126519851,8,49.3125,7.87712556348172,8
3891190103,38911901,18520,3,14,feeder_leg,8:30,510,-75.1834073455283,39.9599979498596,-75.202230610969,39.9458213862922,42101,42101,am_peak,TRUE,5,20.048522,30.39375,2.09371579574051,8,29.4375,1.92641928713384,8
3891190104,38911901,18520,4,14,feeder_leg,16:45,1005,-75.202230610969,39.9458213862922,-75.202230610969,39.9458213862922,42101,42101,pm_peak,TRUE,20,7.672936,16.3604166666667,1.55537821409742,8,17.7833333333333,2.24690262997119,8
3891190105,38911901,18521,5,22,rail_leg,17:21,1041,-75.202230610969,39.9458213862922,-75.202230610969,39.9458213862922,42101,42101,pm_peak,TRUE,19,7.672936,16.5291666666667,1.37560232117853,8,17.3354166666667,2.16190754798436,8
3892120102,38921201,18523,2,22,rail_leg,6:06,366,-75.1297691436794,40.0713922682092,-75.1588750233838,39.9528401835985,42091,42101,am_peak,TRUE,18,25.77019,38.05,7.16140449113959,8,36.8479166666667,7.1294517560097,8
3892120103,38921201,18523,3,14,feeder_leg,6:29,389,-75.1588750233838,39.9528401835985,-75.1466622121185,39.9478355374067,42101,42101,am_peak,TRUE,10,11.803805,13.65625,1.92592870815326,8,13.7958333333333,1.87410825355201,8
3892120104,38921201,18523,4,21,feeder_leg,15:15,915,-75.1466622121185,39.9478355374067,-75.1588750233838,39.9528401835985,42101,42101,off_peak,FALSE,10,12.634956,18.58125,1.63227462043246,8,18.2729166666667,2.52911518344086,8
3892120105,38921201,18524,5,22,rail_leg,15:35,935,-75.1588750233838,39.9528401835985,-75.1256172805438,40.0721167066709,42101,42091,off_peak,FALSE,35,25.390223,39.5833333333333,11.1371963643074,8,31.8333333333333,6.68217244400566,8
3892120201,38921202,18530,1,22,rail_leg,6:30,390,-75.1256172805438,40.0721167066709,-75.1691139313301,39.9535949564727,42091,42101,am_peak,TRUE,33,37.730184,44.1833333333333,8.04451898588633,8,41.1583333333333,11.1396011726504,8
3892120202,38921202,18531,2,22,rail_leg,17:00,1020,-75.1691139313301,39.9535949564727,-75.1256172805438,40.0721167066709,42101,42091,pm_peak,TRUE,35,34.33498,40.0875,9.3023113273931,8,39.6583333333333,6.26640703616172,8
3898250104,38982501,18688,4,22,rail_leg,17:05,1025,-75.1588750233838,39.9528401835985,-75.1505658415867,39.9464361327538,42101,42101,pm_peak,TRUE,70,14.243982,15.4375,1.8699535262878,8,14.5479166666667,1.43727137588436,8
3947730201,39477302,19693,1,22,rail_leg,7:00,420,-75.3005464116087,40.0904763752531,-75.1706866571216,39.953785415184,42091,42101,am_peak,TRUE,50,70.058423,91.7041666666667,13.930800493186,8,94.9875,19.3987066947405,8
3947730202,39477302,19694,2,22,rail_leg,17:05,1025,-75.1706866571216,39.953785415184,-75.3005464116087,40.0904763752531,42101,42091,pm_peak,TRUE,65,69.131219,84.9354166666667,6.23669019300238,8,78.8291666666667,6.88982312533585,8
3952890102,39528901,19775,2,22,rail_leg,7:15,435,-75.3862490558174,39.9062101361711,-75.1928742171467,39.9459041130135,42045,42101,am_peak,TRUE,23,32.38735,57.8166666666667,10.5458183994551,8,48.9416666666667,6.02228006180858,8
3952890105,39528901,19776,5,22,rail_leg,17:28,1048,-75.1928742171467,39.9459041130135,-75.3862490558174,39.9062101361711,42101,42045,pm_peak,TRUE,25,32.963278,57.76875,15.4292379568328,8,46.8,7.15641570300983,8
3956070101,39560701,19836,1,22,rail_leg,7:30,450,-75.2473767570295,40.0956050286212,-75.1505658415867,39.9464361327538,42091,42101,am_peak,TRUE,60,79.000509,,,0,,,0
3966570202,39665702,20014,2,22,rail_leg,11:40,700,-75.0970591119887,40.1962393455377,-75.2318795104928,39.8804695206274,42017,42101,off_peak,FALSE,80,110.429224,127.628571428571,13.5187754016327,7,126.369047619048,15.8597161146754,7
4004890302,40048903,20655,2,22,rail_leg,8:06,486,-75.3460361638143,40.1143423687777,-75.1480260525691,39.9820906148628,42091,42101,am_peak,TRUE,39,36.455461,65.475,14.7351620282914,8,52.475,10.9340555800934,8
4004890304,40048903,20655,4,22,rail_leg,17:16,1036,-75.1446587384151,39.9502859178682,-75.2783533552924,39.9575793577259,42101,42045,pm_peak,TRUE,44,37.642814,51.3166666666667,6.88921978211968,8,48.71875,4.47102166425328,8
4012760103,40127601,20788,3,22,rail_leg,7:46,466,-75.1947508247048,40.0550864009275,-75.1648345113326,39.9541020155151,42101,42101,am_peak,TRUE,32,40.20071,49.3666666666667,8.28940804365943,8,47.9916666666667,4.87522893235355,8
4012760106,40127601,20789,6,22,rail_leg,17:18,1038,-75.1648345113326,39.9541020155151,-75.1947508247048,40.0550864009275,42101,42101,pm_peak,TRUE,32,37.838678,57.39375,7.09137044034665,8,49.34375,6.89455695999411,8
4012760203,40127602,20794,3,22,rail_leg,7:42,462,-75.1947508247048,40.0550864009275,-75.1648345113326,39.9541020155151,42101,42101,am_peak,TRUE,36,40.20071,49.4916666666667,5.22186337841743,8,50.0541666666667,3.62469210515084,8
4012760206,40127602,20795,6,22,rail_leg,17:16,1036,-75.1648345113326,39.9541020155151,-75.1947508247048,40.0550864009275,42101,42101,pm_peak,TRUE,34,37.838678,55.78125,5.41279669445986,8,51.34375,6.89455695999411,8
4013690102,40136901,20851,2,22,rail_leg,8:06,486,-75.4630660144789,40.0474160739304,-75.1834073455283,39.9599979498596,42029,42101,am_peak,TRUE,32,41.533301,78.75,8.75866917483962,8,69.875,11.9276090287558,8
4013690103,40136901,20851,3,14,feeder_leg,8:40,520,-75.1834073455283,39.9599979498596,-75.1834073455283,39.9599979498596,42101,42101,am_peak,TRUE,1,4.598742,29.0520833333333,4.49246668818417,8,24.55625,4.20321057843485,8
4013690106,40136901,20852,6,21,feeder_leg,16:01,961,-75.1906300416804,39.958024348983,-75.1834073455283,39.9599979498596,42101,42101,pm_peak,TRUE,4,13.234685,20.1354166666667,4.99340388325137,8,20.8854166666667,6.77794297059944,8
4013690108,40136901,20852,8,22,rail_leg,16:15,975,-75.1834073455283,39.9599979498596,-75.4630660144789,40.0474160739304,42101,42029,pm_peak,TRUE,35,42.752855,72.8666666666667,8.75866917483962,8,71.3666666666667,8.12403840463596,8
4013690301,40136903,20866,1,22,rail_leg,12:00,720,-75.4630660144789,40.0474160739304,-75.1906300416804,39.958024348983,42029,42101,off_peak,FALSE,60,52.702052,93.4104166666667,13.9927303617339,8,92.275,14.0060219474928,8
4020640202,40206402,21027,2,22,rail_leg,7:49,469,-75.1325211942729,40.0941668713503,-75.1928742171467,39.9459041130135,42091,42101,am_peak,TRUE,33,48.660586,61.5770833333333,4.4582359802455,8,55.2729166666667,3.8453015806347,8
4020640205,40206402,21028,5,22,rail_leg,17:13,1033,-75.1834073455283,39.9599979498596,-75.7773113001476,39.9924677984963,42101,42029,pm_peak,TRUE,52,84.546441,121.060416666667,15.2989286311789,8,122.775,17.5026878888168,6
4050800101,40508001,21622,1,22,rail_leg,8:35,515,-75.1822218287983,40.0542278772892,-75.2100224563071,39.9560134286816,42101,42101,am_peak,TRUE,10,53.723828,64.0666666666667,5.68833392630415,8,61.5666666666667,4.41588043316392,8
4050800104,40508001,21625,4,22,rail_leg,16:35,995,-75.2100224563071,39.9560134286816,-75.1822218287983,40.0542278772892,42101,42101,pm_peak,TRUE,40,58.729375,67.1208333333333,4.78784630311189,8,61.8708333333333,5.23014575353064,8
4056480101,40564801,21742,1,22,rail_leg,7:20,440,-75.180637080064,39.9501303685435,-75.2994747363044,40.2251091301749,42101,42091,am_peak,TRUE,90,93.493596,,,0,,,0
4056480102,40564801,21743,2,22,rail_leg,18:00,1080,-75.2994747363044,40.2251091301749,-75.1611907875754,39.9477574019743,42091,42101,pm_peak,TRUE,105,82.481336,,,0,,,0
4061050101,40610501,21772,1,22,rail_leg,8:25,505,-75.1827055398227,40.0389450998406,-75.1545851492175,39.9813757258968,42101,42101,am_peak,TRUE,51,34.286277,43.51875,4.99946376092731,8,41.975,3.32884221257038,8
4061050104,40610501,21775,4,22,rail_leg,15:15,915,-75.1545851492175,39.9813757258968,-75.1827055398227,40.0389450998406,42101,42101,off_peak,FALSE,55,39.121714,47.5208333333333,3.75663170220768,8,42.0708333333333,2.6979820501362,8
4072680102,40726801,21995,2,22,rail_leg,7:48,468,-75.1898142834651,40.0518717143354,-75.1834073455283,39.9599979498596,42101,42101,am_peak,TRUE,21,28.394925,54.1083333333333,13.3252743501939,8,49.59375,9.2068855250529,8
4072680105,40726801,21996,5,22,rail_leg,17:24,1044,-75.1834073455283,39.9599979498596,-75.1898142834651,40.0518717143354,42101,42101,pm_peak,TRUE,22,28.170533,54.4833333333333,10.8215540356287,8,44.85,12.5754863581039,8
4094470101,40944701,22361,1,22,rail_leg,6:10,370,-75.3008610836775,39.9087719876414,-75.1917667584469,39.9649367058634,42045,42101,am_peak,TRUE,,67.634854,87.5333333333333,10.1207001451763,8,75.625,12.0722658674585,8
4094470102,40944701,22362,2,22,rail_leg,16:00,960,-75.1917667584469,39.9649367058634,-75.3008610836775,39.9087719876414,42101,42045,pm_peak,TRUE,35,68.510736,76.7958333333333,12.4037364762167,8,83.2583333333333,11.0596901417601,8
4100840202,41008402,22442,2,22,rail_leg,7:08,428,-75.1648345113326,39.9541020155151,-75.274466211559,40.2111841677703,42101,42091,am_peak,TRUE,55,58.23792,89.1166666666667,17.4622040827775,8,88.6166666666667,18.0890653632045,8
4100840205,41008402,22444,5,22,rail_leg,17:26,1046,-75.274466211559,40.2111841677703,-75.1648345113326,39.9541020155151,42091,42101,pm_peak,TRUE,51,56.496517,95.7666666666667,19.4341378580506,8,76.6083333333333,16.6607203678173,8
4131100102,41311001,22922,2,22,rail_leg,7:05,425,-75.1588750233838,39.9528401835985,-75.4829079089365,40.0451966969818,42101,42029,am_peak,TRUE,57,49.482246,83.6729166666667,13.1038463319163,8,75.1916666666667,7.00892288443809,8
4131100105,41311001,22923,5,22,rail_leg,17:40,1060,-75.4996994737956,40.0522494273571,-75.4996994737956,40.0522494273571,42029,42029,pm_peak,TRUE,65,16.012285,,,0,27.5880952380952,12.4752151109106,7
4184310104,41843101,23864,4,22,rail_leg,8:16,496,-75.1834073455283,39.9599979498596,-75.3045400928903,40.0162243322963,42101,42091,am_peak,TRUE,24,31.975394,57.8583333333333,17.0665713352992,8,52.4916666666667,15.3412169174396,8
4184310106,41843101,23865,6,22,rail_leg,16:55,1015,-75.3195257705183,40.0049815590517,-75.1834073455283,39.9599979498596,42045,42101,pm_peak,TRUE,20,47.441317,59.3833333333333,5.37852874200477,8,57.1333333333333,5.02849025908516,8
