record_id,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
1158850101,9:15,555,-75.2165947836222,39.9537421538695,-75.1489215256524,39.95458250175,am_peak,TRUE,32,25.852956,restore,20251015,27.0666666666667,-29.75,30.5666666666667,-21.25,40.0666666666667,-12.75,31.5666666666667,-4.25,35.0666666666667,4.25,26.5666666666667,12.75,36.0666666666667,21.25,33.5666666666667,29.75,8,32.5666666666667,4.58257569495584
1158850102,11:17,677,-75.1489215256524,39.95458250175,-75.2165947836222,39.9537421538695,off_peak,FALSE,28,25.634873,restore,20251015,35.0833333333333,-29.75,38.5833333333333,-21.25,30.0833333333333,-12.75,33.5833333333333,-4.25,37.0833333333333,4.25,34.5833333333333,12.75,30.2166666666667,21.25,35.5833333333333,29.75,8,34.35,3.00908676754313
1164850102,11:41,701,-75.1632627264191,39.9610182840982,-75.1869128860449,39.9502197402395,off_peak,FALSE,16,24.814879,restore,20251015,31.35,-29.75,34.85,-21.25,26.35,-12.75,30.1166666666667,-4.25,33.6166666666667,4.25,25.1166666666667,12.75,25.3166666666667,21.25,32.1166666666667,29.75,8,29.8541666666667,3.81448523644379
1164850105,17:41,1061,-75.1941152941134,39.9546263068532,-75.1673585815214,39.9505151310837,pm_peak,TRUE,16,14.35978,restore,20251015,16.7,-29.75,14.4666666666667,-21.25,16.2,-12.75,15.1666666666667,-4.25,15.2,4.25,15.7,12.75,14.2,21.25,15.7,29.75,8,15.4166666666667,0.837797566184554
1165490101,11:00,660,-75.1785792243999,39.9689777214525,-75.1553089348274,40.0036904586044,off_peak,FALSE,50,30.802029,restore,20251015,43.1333333333333,-29.75,34.6333333333333,-21.25,40.1333333333333,-12.75,31.6333333333333,-4.25,37.1333333333333,4.25,35.0333333333333,12.75,38.5166666666667,21.25,39.6333333333333,29.75,8,37.48125,3.64701919489554
1165490102,19:30,1170,-75.1553089348274,40.0036904586044,-75.1785792243999,39.9689777214525,off_peak,FALSE,45,32.793718,restore,20251015,40.35,-29.75,37.3,-21.25,31.0333333333333,-12.75,31.45,-4.25,37.7333333333333,4.25,33.7666666666667,12.75,25.2666666666667,21.25,43.7833333333333,29.75,8,35.0854166666667,5.89270760993539
1165660101,7:45,465,-75.1798114670555,39.9715794694621,-75.2189686457819,40.0081594134958,am_peak,TRUE,34,38.547495,restore,20251015,45.4666666666667,-29.75,47.4333333333333,-21.25,46.1,-12.75,37.6,-4.25,51.9333333333333,4.25,50.2,12.75,44.4666666666667,21.25,46.4333333333333,29.75,8,46.2041666666667,4.27549078218763
1165660201,9:15,555,-75.1700384657366,39.9693644720962,-75.1941152941134,39.9546263068532,am_peak,TRUE,33,24.041388,restore,20251015,28.55,-29.75,28.7666666666667,-21.25,36.0666666666667,-12.75,27.5666666666667,-4.25,33.2666666666667,4.25,40.5666666666667,12.75,32.0666666666667,21.25,35.05,29.75,8,32.7375,4.44806672825933
1169120102,10:40,640,-75.1619035045634,39.9912045729609,-75.1694605873533,39.9520071435649,off_peak,FALSE,0,29.347168,restore,20251015,29.9666666666667,-29.75,41.4666666666667,-21.25,32.9666666666667,-12.75,39.7333333333333,-4.25,35.9666666666667,4.25,27.4666666666667,12.75,38.9666666666667,21.25,30.4666666666667,29.75,8,34.625,5.16218699808275
1169120103,10:50,650,-75.1694605873533,39.9520071435649,-75.1564410395894,39.9491555327036,off_peak,FALSE,20,13.01829,restore,20251015,11.6,-29.75,10.2166666666667,-21.25,11.7166666666667,-12.75,10.1,-4.25,14.3,4.25,8.03333333333333,12.75,13.5333333333333,21.25,16.1666666666667,29.75,8,11.9583333333333,2.61187763149516
1169120107,15:20,920,-75.1541388337345,39.9522458625874,-75.1584725274299,39.950967187359,off_peak,FALSE,8,5.804709,restore,20251015,7.01666666666667,-29.75,9.16666666666667,-21.25,6.11666666666667,-12.75,10.4,-4.25,7.38333333333333,4.25,5.16666666666667,12.75,5.4,21.25,6.9,29.75,8,7.19375,1.80525989642788
1169120109,16:03,963,-75.1584725274299,39.950967187359,-75.1648345113326,39.9541020155151,pm_peak,TRUE,9,6.159001,restore,20251015,6.46666666666667,-29.75,9.96666666666667,-21.25,7.46666666666667,-12.75,10.9666666666667,-4.25,8.46666666666667,4.25,5.96666666666667,12.75,9.46666666666667,21.25,6.96666666666667,29.75,8,8.21666666666667,1.79284291400159
1175240102,7:30,450,-75.2092872712104,40.0181516385401,-75.1648345113326,39.9541020155151,am_peak,TRUE,25,19.639111,restore,20251015,32.4,-29.75,31.9,-21.25,31.4,-12.75,30.9,-4.25,33.4,4.25,33.9,12.75,40.25,21.25,41.75,29.75,8,34.4875,4.15647085879355
1175240107,18:10,1090,-75.1648345113326,39.9541020155151,-75.2092872712104,40.0181516385401,pm_peak,TRUE,25,20.053637,restore,20251015,31.4833333333333,-29.75,37.9833333333333,-21.25,29.4833333333333,-12.75,33.8,-4.25,27.4833333333333,4.25,35.8333333333333,12.75,27.3333333333333,21.25,44.2,29.75,8,33.45,5.78832980269455
2023740101,9:10,550,-75.2316719358833,39.9680910426143,-75.2458322070382,39.9787834549805,am_peak,TRUE,40,16.530207,restore,20251015,28.8,-29.75,28.3,-21.25,23.9833333333333,-12.75,34.0833333333333,-4.25,25.5833333333333,4.25,26.0833333333333,12.75,17.5833333333333,21.25,25.3,29.75,8,26.2145833333333,4.68553530254853
2023740102,11:45,705,-75.2458322070382,39.9787834549805,-75.2316719358833,39.9680910426143,off_peak,FALSE,30,17.502539,restore,20251015,21.15,-29.75,29.1166666666667,-21.25,20.6166666666667,-12.75,12.1166666666667,-4.25,15.6166666666667,4.25,19.1166666666667,12.75,22.6166666666667,21.25,22.65,29.75,8,20.375,5.06672149093145
2064720101,8:45,525,-75.1798114670555,39.9715794694621,-75.1634808483634,39.9480403151119,am_peak,TRUE,35,18.998175,restore,20251015,21.6333333333333,-29.75,25.1333333333333,-21.25,28.6333333333333,-12.75,20.1333333333333,-4.25,23.35,4.25,28.8666666666667,12.75,26.35,21.25,32.8666666666667,29.75,8,25.8708333333333,4.20121628269341
2064720104,11:00,660,-75.1662257986882,39.9519342771783,-75.1541388337345,39.9522458625874,off_peak,FALSE,20,9.865521,restore,20251015,9.21666666666667,-29.75,12.2333333333333,-21.25,6.86666666666667,-12.75,10.2333333333333,-4.25,16.7333333333333,4.25,10.8166666666667,12.75,9.1,21.25,8.81666666666667,29.75,8,10.5020833333333,2.96821037284427
2064720105,12:45,765,-75.1541388337345,39.9522458625874,-75.1798114670555,39.9715794694621,off_peak,FALSE,60,23.384621,restore,20251015,28.45,-29.75,33.4833333333333,-21.25,27.0833333333333,-12.75,36.1833333333333,-4.25,27.6833333333333,4.25,25.95,12.75,29.1333333333333,21.25,28.95,29.75,8,29.6145833333333,3.45814471660056
2064720201,8:45,525,-75.1798114670555,39.9715794694621,-75.1630984016405,39.9735438590113,am_peak,TRUE,30,12.299124,restore,20251015,23.2666666666667,-29.75,22.65,-21.25,23.2666666666667,-12.75,14.7666666666667,-4.25,26.45,4.25,17.95,12.75,29.45,21.25,20.95,29.75,8,22.34375,4.59529553689734
2064720202,17:15,1035,-75.1630984016405,39.9735438590113,-75.1798114670555,39.9715794694621,pm_peak,TRUE,30,17.484821,restore,20251015,14.3666666666667,-29.75,13.8666666666667,-21.25,13,-12.75,12.8666666666667,-4.25,12.3666666666667,4.25,11.5,12.75,19.3666666666667,21.25,18.5,29.75,8,14.4791666666667,2.89257053253923
2118520101,7:00,420,-75.0806751855718,40.016348069306,-75.1957094473416,39.9494354858208,am_peak,TRUE,,40.344785,restore,20251015,48.9,-29.75,50.4,-21.25,47.9,-12.75,39.4,-4.25,48.9,4.25,40.4,12.75,49.9,21.25,47.4,29.75,8,46.65,4.28452364413395
2118520102,16:30,990,-75.1957094473416,39.9494354858208,-75.0806751855718,40.016348069306,pm_peak,TRUE,450,41.188615,restore,20251015,42.3666666666667,-29.75,45.8666666666667,-21.25,43.3666666666667,-12.75,46.8666666666667,-4.25,44.3666666666667,4.25,41.8666666666667,12.75,45.3666666666667,21.25,42.8666666666667,29.75,8,44.1166666666667,1.79284291400159
2297970201,8:30,510,-75.1800070313661,39.946441631749,-75.1941152941134,39.9546263068532,am_peak,TRUE,30,14.326086,restore,20251015,18.2166666666667,-29.75,19.6666666666667,-21.25,17.2166666666667,-12.75,16.95,-4.25,16.2166666666667,4.25,13.4666666666667,12.75,18.1666666666667,21.25,19.3666666666667,29.75,8,17.4083333333333,1.97727164916791
2350960102,9:15,555,-75.1941152941134,39.9546263068532,-75.1977262540913,39.9594259908695,am_peak,TRUE,13,6.95,restore,20251015,12.0166666666667,-29.75,11.5166666666667,-21.25,13.0166666666667,-12.75,14.5166666666667,-4.25,6.01666666666667,4.25,7.51666666666667,12.75,9.01666666666667,21.25,10.5166666666667,29.75,8,10.5166666666667,2.85356919363403
2350960104,15:15,915,-75.216704781889,39.9569805572676,-75.2162654488479,39.9464660922369,off_peak,FALSE,25,12.204772,restore,20251015,24.95,-29.75,23.3333333333333,-21.25,30.6333333333333,-12.75,24.3333333333333,-4.25,15.8333333333333,4.25,22.3333333333333,12.75,25.9166666666667,21.25,20.3333333333333,29.75,8,23.4583333333333,4.30451958862878
2428050101,13:00,780,-75.1335381361008,40.3211737824194,-75.1346109509137,40.3071295327499,off_peak,FALSE,30,12.21407,restore,20251015,43.1833333333333,-29.75,34.6833333333333,-21.25,26.1833333333333,-12.75,17.6833333333333,-4.25,,4.25,,12.75,,21.25,41.6833333333333,29.75,5,32.6833333333333,10.7529065838033
2435040101,8:16,496,-75.1724998481553,39.9491635804723,-75.175827602964,39.9495803344789,am_peak,TRUE,1,4.583333,restore,20251015,8.46666666666667,-29.75,19.5,-21.25,11,-12.75,13.7166666666667,-4.25,17.2166666666667,4.25,12.9666666666667,12.75,11,21.25,16.0166666666667,29.75,8,13.7354166666667,3.66196058923944
2435040102,8:29,509,-75.175827602964,39.9495803344789,-75.216704781889,39.9569805572676,am_peak,TRUE,15,16.40586,restore,20251015,18.2833333333333,-29.75,20.2333333333333,-21.25,19.7333333333333,-12.75,19.2333333333333,-4.25,18.7333333333333,4.25,19.2333333333333,12.75,20.3833333333333,21.25,18.7833333333333,29.75,8,19.3270833333333,0.742311784706591
2435040103,15:16,916,-75.216704781889,39.9569805572676,-75.1724998481553,39.9491635804723,off_peak,FALSE,23,23.072828,restore,20251015,24.75,-29.75,32.1833333333333,-21.25,26.6833333333333,-12.75,31.1833333333333,-4.25,33.7,4.25,25.2,12.75,25.7,21.25,25.2833333333333,29.75,8,28.0854166666667,3.64244638596139
2526520102,14:00,840,-75.1491317030119,40.0304553583606,-75.1571977835929,40.0823045185899,off_peak,FALSE,60,34.180643,restore,20251015,64.3833333333333,-29.75,63.7,-21.25,55.2,-12.75,69.7,-4.25,61.2,4.25,52.7,12.75,78.3333333333333,21.25,69.8333333333333,29.75,8,64.38125,8.31527298896148
2526520103,15:30,930,-75.1571977835929,40.0823045185899,-75.1659426772114,39.9531940428398,off_peak,FALSE,30,51.767852,restore,20251015,64.6,-29.75,66.1,-21.25,57.6,-12.75,57.1,-4.25,69.6,4.25,61.1,12.75,66.6,21.25,58.1,29.75,8,62.6,4.76595066217493
2526520104,17:20,1040,-75.1659426772114,39.9531940428398,-75.1525134507185,40.0198296932081,pm_peak,TRUE,45,26.076231,restore,20251015,32.4833333333333,-29.75,30.9833333333333,-21.25,29.4833333333333,-12.75,27.9833333333333,-4.25,33.4833333333333,4.25,31.9833333333333,12.75,30.4833333333333,21.25,28.9833333333333,29.75,8,30.7333333333333,1.87082869338697
2579920102,8:10,490,-75.2162654488479,39.9464660922369,-75.1608290378846,39.9512565309348,am_peak,TRUE,20,25.871289,restore,20251015,23.1,-29.75,21.65,-21.25,25.15,-12.75,22.65,-4.25,25.1,4.25,23.65,12.75,21.15,21.25,24.6,29.75,8,23.38125,1.52267093809342
