record_id,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,peak_period,is_peak,survey_travtime,model_travtime,tt_cut_min,tt_restore_min,tt_cut_mean_min,tt_cut_sd_min,tt_cut_n_ok,tt_restore_mean_min,tt_restore_sd_min,tt_restore_n_ok
1164850102,11:41,701,-75.1632627264191,39.9610182840982,-75.1869128860449,39.9502197402395,off_peak,FALSE,16,24.814879,32.8666666666667,25.8666666666667,30.4166666666667,4.5267459141671,8,29.8541666666667,3.81448523644379,8
1164850105,17:41,1061,-75.1941152941134,39.9546263068532,-75.1673585815214,39.9505151310837,pm_peak,TRUE,16,14.35978,18.45,13.45,14.8083333333333,1.03674551836083,8,15.4166666666667,0.837797566184554,8
1165490101,11:00,660,-75.1785792243999,39.9689777214525,-75.1553089348274,40.0036904586044,off_peak,FALSE,50,30.802029,35.5,41.3833333333333,40.6625,4.86293684535433,8,37.48125,3.64701919489554,8
1165490102,19:30,1170,-75.1553089348274,40.0036904586044,-75.1785792243999,39.9689777214525,off_peak,FALSE,45,32.793718,35.9,41.9833333333333,38.5041666666667,4.19907160940992,8,35.0854166666667,5.89270760993539,8
1165660101,7:45,465,-75.1798114670555,39.9715794694621,-75.2189686457819,40.0081594134958,am_peak,TRUE,34,38.547495,60.7833333333333,56.1833333333333,49.2333333333333,5.44741091843508,8,46.2041666666667,4.27549078218763,8
1165660201,9:15,555,-75.1700384657366,39.9693644720962,-75.1941152941134,39.9546263068532,am_peak,TRUE,33,24.041388,38.3166666666667,37.5166666666667,34.1041666666667,5.05098410967511,8,32.7375,4.44806672825933,8
1169120102,10:40,640,-75.1619035045634,39.9912045729609,-75.1694605873533,39.9520071435649,off_peak,FALSE,0,29.347168,27.2166666666667,40.2166666666667,37.36875,8.43094469042562,8,34.625,5.16218699808275,8
1169120103,10:50,650,-75.1694605873533,39.9520071435649,-75.1564410395894,39.9491555327036,off_peak,FALSE,20,13.01829,13.9333333333333,14.6333333333333,13.58125,1.87088039499615,8,11.9583333333333,2.61187763149516,8
1169120107,15:20,920,-75.1541388337345,39.9522458625874,-75.1584725274299,39.950967187359,off_peak,FALSE,8,5.804709,10.0333333333333,6.15,8.88125,3.06816005951346,8,7.19375,1.80525989642788,8
1169120109,16:03,963,-75.1584725274299,39.950967187359,-75.1648345113326,39.9541020155151,pm_peak,TRUE,9,6.159001,9.71666666666667,6.71666666666667,9.71666666666667,3.26233921333407,8,8.21666666666667,1.79284291400159,8
1175240102,7:30,450,-75.2092872712104,40.0181516385401,-75.1648345113326,39.9541020155151,am_peak,TRUE,25,19.639111,28.4333333333333,37.65,33.5,3.85248837333309,8,34.4875,4.15647085879355,8
1175240107,18:10,1090,-75.1648345113326,39.9541020155151,-75.2092872712104,40.0181516385401,pm_peak,TRUE,25,20.053637,31.7333333333333,29.55,32.4479166666667,5.47902521092071,8,33.45,5.78832980269455,8
2023740101,9:10,550,-75.2316719358833,39.9680910426143,-75.2458322070382,39.9787834549805,am_peak,TRUE,40,16.530207,27.05,29.8333333333333,24.8,3.54562104171167,8,26.2145833333333,4.68553530254853,8
2023740102,11:45,705,-75.2458322070382,39.9787834549805,-75.2316719358833,39.9680910426143,off_peak,FALSE,30,17.502539,28.4,19.8666666666667,28.625,3.44276328660845,8,20.375,5.06672149093145,8
2064720101,8:45,525,-75.1798114670555,39.9715794694621,-75.1634808483634,39.9480403151119,am_peak,TRUE,35,18.998175,20.6,27.6,28.3979166666667,5.57691128530184,8,25.8708333333333,4.20121628269341,8
2064720104,11:00,660,-75.1662257986882,39.9519342771783,-75.1541388337345,39.9522458625874,off_peak,FALSE,20,9.865521,9.41666666666667,12.25,11.3416666666667,2.3633947872996,8,10.5020833333333,2.96821037284427,8
2064720105,12:45,765,-75.1541388337345,39.9522458625874,-75.1798114670555,39.9715794694621,off_peak,FALSE,60,23.384621,31.3333333333333,31.9333333333333,31.8770833333333,3.59940402364014,8,29.6145833333333,3.45814471660056,8
2064720201,8:45,525,-75.1798114670555,39.9715794694621,-75.1630984016405,39.9735438590113,am_peak,TRUE,30,12.299124,17.6,20.6,20.025,3.70472671056854,8,22.34375,4.59529553689734,8
2064720202,17:15,1035,-75.1630984016405,39.9735438590113,-75.1798114670555,39.9715794694621,pm_peak,TRUE,30,17.484821,20.6166666666667,16.6166666666667,16.6375,3.29831306088719,8,14.4791666666667,2.89257053253923,8
2118520101,7:00,420,-75.0806751855718,40.016348069306,-75.1957094473416,39.9494354858208,am_peak,TRUE,,40.344785,59.15,53.15,51.15,4.97852531235046,8,46.65,4.28452364413395,8
2118520102,16:30,990,-75.1957094473416,39.9494354858208,-75.0806751855718,40.016348069306,pm_peak,TRUE,450,41.188615,45.6166666666667,42.6166666666667,44.6166666666667,3.51527279981837,8,44.1166666666667,1.79284291400159,8
2297970201,8:30,510,-75.1800070313661,39.946441631749,-75.1941152941134,39.9546263068532,am_peak,TRUE,30,14.326086,15.4166666666667,20.4666666666667,19.2729166666667,3.46311559767461,8,17.4083333333333,1.97727164916791,8
2350960102,9:15,555,-75.1941152941134,39.9546263068532,-75.1977262540913,39.9594259908695,am_peak,TRUE,13,6.95,17.2666666666667,10.2666666666667,13.0166666666667,4.20883424647321,8,10.5166666666667,2.85356919363403,8
2350960104,15:15,915,-75.216704781889,39.9569805572676,-75.2162654488479,39.9464660922369,off_peak,FALSE,25,12.204772,29.1666666666667,20.0833333333333,26.5541666666667,5.04464001264142,8,23.4583333333333,4.30451958862878,8
2428050101,13:00,780,-75.1335381361008,40.3211737824194,-75.1346109509137,40.3071295327499,off_peak,FALSE,30,12.21407,,,32.6833333333333,10.7529065838033,5,32.6833333333333,10.7529065838033,5
2435040101,8:16,496,-75.1724998481553,39.9491635804723,-75.175827602964,39.9495803344789,am_peak,TRUE,1,4.583333,9.95,9.46666666666667,9.04375,1.86957548657443,8,13.7354166666667,3.66196058923944,8
2435040102,8:29,509,-75.175827602964,39.9495803344789,-75.216704781889,39.9569805572676,am_peak,TRUE,15,16.40586,21.9833333333333,18.5333333333333,22.8395833333333,3.75323075115674,8,19.3270833333333,0.742311784706591,8
2435040103,15:16,916,-75.216704781889,39.9569805572676,-75.1724998481553,39.9491635804723,off_peak,FALSE,23,23.072828,30.95,26.9333333333333,30.9916666666667,3.32767376682461,8,28.0854166666667,3.64244638596139,8
2526520102,14:00,840,-75.1491317030119,40.0304553583606,-75.1571977835929,40.0823045185899,off_peak,FALSE,60,34.180643,68.7333333333333,65.45,67.6395833333333,9.38552980086138,8,64.38125,8.31527298896148,8
2526520103,15:30,930,-75.1571977835929,40.0823045185899,-75.1659426772114,39.9531940428398,off_peak,FALSE,30,51.767852,48.85,52.85,61.975,6.57783073230507,8,62.6,4.76595066217493,8
2526520104,17:20,1040,-75.1659426772114,39.9531940428398,-75.1525134507185,40.0198296932081,pm_peak,TRUE,45,26.076231,33.7333333333333,30.7333333333333,33.2958333333333,3.9427324140612,8,30.7333333333333,1.87082869338697,8
2579920102,8:10,490,-75.2162654488479,39.9464660922369,-75.1608290378846,39.9512565309348,am_peak,TRUE,20,25.871289,23.35,24.35,25.5479166666667,2.35433469691108,8,23.38125,1.52267093809342,8
2579920105,17:45,1065,-75.1608290378846,39.9512565309348,-75.2162654488479,39.9464660922369,pm_peak,TRUE,20,23.865408,30.1666666666667,26.1666666666667,32.75625,4.07660706941602,8,27.2229166666667,2.5635407294265,8
2672010201,9:30,570,-75.1669894744938,39.9484799410289,-75.1662120144978,39.9238115855567,off_peak,FALSE,27,15.590835,29.4333333333333,28.05,32.68125,4.27403045257329,8,28.925,4.80884601541783,8
2688810102,14:55,895,-75.1941152941134,39.9546263068532,-75.150229373412,39.9517620658106,off_peak,FALSE,35,15.35,21.85,12.85,18.4770833333333,2.89735699895009,8,18.5229166666667,2.25020171053513,8
2688810103,17:30,1050,-75.150229373412,39.9517620658106,-75.2165947836222,39.9537421538695,pm_peak,TRUE,30,23.31013,31.3333333333333,34.3333333333333,30.8375,3.47280534786028,8,28.725,2.41199054987751,8
2774350204,10:13,613,-75.2162654488479,39.9464660922369,-75.1725391195037,39.9527196860213,off_peak,FALSE,18,21.749239,23.0833333333333,19.0833333333333,24.5208333333333,3.8747119708622,8,21.4833333333333,2.86942005091123,8
2920170201,8:00,480,-75.1722288078707,39.9400534674801,-75.1725391195037,39.9527196860213,am_peak,TRUE,15,12.527511,26.2166666666667,25.0333333333333,26.3104166666667,5.23893344213411,8,24.5666666666667,4.09409175539427,8
2966540202,8:03,483,-75.1611907875754,39.9477574019743,-75.1984494658686,39.9539400028283,am_peak,TRUE,27,19.191247,25.4166666666667,29.8833333333333,25.7854166666667,3.00463184100815,8,28.0833333333333,2.67172139978989,8
2966540203,17:00,1020,-75.1984494658686,39.9539400028283,-75.1584424033225,39.9474108270156,pm_peak,TRUE,35,23.412371,27.9,23.0166666666667,26.9875,3.47995108066328,8,25.2520833333333,2.85094578431077,8
3006050101,6:30,390,-75.2399779780059,39.9210924003411,-75.202230610969,39.9458213862922,am_peak,TRUE,35,23.344439,25.9833333333333,25.9833333333333,28.8166666666667,3.68501900664909,8,28.1916666666667,3.68582656405825,8
3006050102,16:00,960,-75.202230610969,39.9458213862922,-75.2399779780059,39.9210924003411,pm_peak,TRUE,105,20.273254,32.4333333333333,41.7833333333333,31.4458333333333,2.92119716163474,8,44.2833333333333,4.30116263352131,8
3024870101,8:30,510,-75.2143085167584,39.9408655334325,-75.1708705877199,39.9529581159317,am_peak,TRUE,32,19.371312,30.6666666666667,30.6666666666667,29.7104166666667,3.88771914096783,8,27.1833333333333,3.12407446611653,8
3024870102,12:00,720,-75.1708705877199,39.9529581159317,-75.2143085167584,39.9408655334325,off_peak,FALSE,150,19.096302,17.2333333333333,20.2333333333333,20.3770833333333,3.21198076527677,8,19.0645833333333,1.53786693904974,8
3032020102,13:38,818,-75.1262221694671,39.9679483007659,-75.1752524766747,39.9659654913561,off_peak,FALSE,22,26.312437,43.9833333333333,34.4,41.2729166666667,3.71348825764705,8,39.7395833333333,7.27416027717944,8
3032020104,14:25,865,-75.1755490875517,39.9619810599662,-75.1262221694671,39.9679483007659,off_peak,FALSE,25,28.557489,45.6,34.9,44.4479166666667,3.91527774258574,8,43.1083333333333,8.14695872752136,8
3033290201,10:00,600,-75.1550394779574,40.0672050029827,-75.1550394779574,40.0672050029827,off_peak,FALSE,,7.625119,10.2666666666667,9.26666666666667,11.8166666666667,4.83617322152251,8,8.40208333333333,2.94356221808645,8
3033290202,20:00,1200,-75.1550394779574,40.0672050029827,-75.1503212753435,40.0647775996619,off_peak,FALSE,240,8.180767,17.7166666666667,13.7166666666667,14.6354166666667,4.59409936853095,8,17.0708333333333,5.62236710867957,8
3038950101,10:00,600,-75.3128532544384,39.99398750657,-75.3490077338315,40.0452635767863,off_peak,FALSE,75,29.984811,95.6,95.6,73.1,17.4622040827775,8,73.1,17.4622040827775,8
3038950102,19:00,1140,-75.3490077338315,40.0452635767863,-75.3037399105563,39.9880925237514,off_peak,FALSE,30,29.716667,45.2166666666667,45.2166666666667,38.4666666666667,5.74456264653803,8,38.4666666666667,5.74456264653803,8
3049580106,13:42,822,-75.2376648010527,39.9482763035952,-75.2232933759479,39.9448265734297,off_peak,FALSE,38,13.907832,39.5833333333333,22.55,29.5833333333333,6.62786326266403,8,24.66875,3.43278356092989,8
3049580107,14:35,875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,off_peak,FALSE,32,18.631738,26.2666666666667,22.2666666666667,20.7166666666667,3.10529501704059,8,20.0520833333333,2.65550398020581,8
3049580407,14:35,875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,off_peak,FALSE,32,18.631738,26.2666666666667,22.2666666666667,20.7166666666667,3.10529501704059,8,20.0520833333333,2.65550398020581,8
3049580506,13:42,822,-75.2143085167584,39.9408655334325,-75.2232933759479,39.9448265734297,off_peak,FALSE,38,13.231894,19.9666666666667,16.9666666666667,18.8895833333333,3.90099638777842,8,16.5145833333333,2.56497219112992,8
3049580507,14:35,875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,off_peak,FALSE,32,18.631738,26.2666666666667,22.2666666666667,20.7166666666667,3.10529501704059,8,20.0520833333333,2.65550398020581,8
3070050301,7:45,465,-75.1324048029212,40.0556045453464,-75.1561127285024,39.9506763018863,am_peak,TRUE,45,35.271343,52.45,51.85,49.24375,5.16939971876629,8,47.4791666666667,3.9680844805075,8
3070050302,17:00,1020,-75.1561127285024,39.9506763018863,-75.1324048029212,40.0556045453464,pm_peak,TRUE,35,34.849995,48.0166666666667,44.5833333333333,46.6145833333333,5.53000787550747,8,43.91875,2.23344771384427,8
3121680202,8:20,500,-75.1792803129236,39.9102291849896,-75.1792803129236,39.9102291849896,am_peak,TRUE,,5.835977,16.1,12,19.90625,5.60497891971738,8,20.89375,8.60487559053421,8
3127840106,8:46,526,-75.1630984016405,39.9735438590113,-75.162026191264,39.9785569548507,am_peak,TRUE,2,6.650289,6.43333333333333,12.4333333333333,13.1583333333333,4.06087604904586,8,10.9333333333333,3.9005494118503,8
3127840109,14:00,840,-75.1659426772114,39.9531940428398,-75.1398050137829,40.0366774270012,off_peak,FALSE,15,25.438692,39.1,30.9166666666667,35.7333333333333,2.77384324524771,8,36.7958333333333,3.05791647606719,8
3127840110,14:20,860,-75.1398050137829,40.0366774270012,-75.1571977835929,40.0823045185899,off_peak,FALSE,60,30.391026,50.45,45.45,57.6708333333333,7.83487700088825,8,53.4354166666667,6.70472729166187,8
3127840111,15:30,930,-75.1571977835929,40.0823045185899,-75.1546939106137,40.0587336087499,off_peak,FALSE,29,26.155549,39.3666666666667,26.3333333333333,40.7541666666667,7.78325813158327,8,35.2875,6.06846356172631,8
3127840112,16:02,962,-75.1546939106137,40.0587336087499,-75.1398050137829,40.0366774270012,pm_peak,TRUE,28,26.296332,34.8,31.0666666666667,32.7166666666667,4.53032112811107,8,31.9645833333333,3.90375722048745,8
3127840113,16:40,1000,-75.1398050137829,40.0366774270012,-75.1537481432666,39.9503794767793,pm_peak,TRUE,5,24.682169,32.7,32.7666666666667,37.8666666666667,5.42244014654446,8,39.3,3.33942300880647,8
3127840114,16:50,1010,-75.1537481432666,39.9503794767793,-75.1662257986882,39.9519342771783,pm_peak,TRUE,0,8.067412,9.85,6.85,9.85,3.26233921333407,8,8.35,1.79284291400159,8
3127840116,19:44,1184,-75.1659426772114,39.9531940428398,-75.1537481432666,39.9503794767793,off_peak,FALSE,0,8.431547,14.1833333333333,13.05,9.70625,2.36433381838562,8,9.82291666666667,2.83274416143198,8
3127840118,20:48,1248,-75.1398050137829,40.0366774270012,-75.1546939106137,40.0587336087499,off_peak,FALSE,12,24.933338,35.2,38.6666666666667,38.625,4.52414159182238,8,36.9791666666667,6.15535481163701,8
3129140101,6:10,370,-75.2240469261417,40.0283746179593,-75.2240469261417,40.0283746179593,am_peak,TRUE,12,4.504478,16.4833333333333,13.65,19.2708333333333,2.4510242433052,8,17.14375,7.38424931166503,8
3129140102,6:28,388,-75.2240469261417,40.0283746179593,-75.1847348588828,39.9565152107181,am_peak,TRUE,21,23.870865,44.3833333333333,48.4666666666667,43.2333333333333,6.13610185962929,8,45.1666666666667,10.1246124754372,8
3129140104,17:47,1067,-75.1634808483634,39.9480403151119,-75.2240469261417,40.0283746179593,pm_peak,TRUE,13,33.460577,49.7666666666667,46.7833333333333,55.5166666666667,5.86743771989319,8,46.55625,5.02393428247257,8
3141440301,13:30,810,-75.0806751855718,40.016348069306,-75.1178467415517,39.9766815618422,off_peak,FALSE,60,34.271184,52.35,45.9333333333333,47.7833333333333,6.6986494729837,8,42.1770833333333,5.85701273810171,8
3141440302,21:15,1275,-75.1178467415517,39.9766815618422,-75.0806751855718,40.016348069306,off_peak,FALSE,60,29.321162,51.8166666666667,40.6166666666667,37.1083333333333,8.43389326204426,8,40.6166666666667,7.27520250086356,8
3141440402,19:00,1140,-75.1142758205188,40.1491579177916,-75.0806751855718,40.016348069306,off_peak,FALSE,90,57.786353,74.25,70.25,95.75,11.3170225766321,6,93.4166666666667,13.0668154753431,6
3144080101,7:45,465,-75.1495939755084,40.0125900284939,-75.1466622121185,39.9478355374067,am_peak,TRUE,55,24.994031,42.2333333333333,31.8,36.9020833333333,6.48261066788902,8,34.9479166666667,5.46181141459236,8
3144080103,10:30,630,-75.1638872349499,39.9525548857932,-75.1528356388386,39.9549263716921,off_peak,FALSE,30,10.157097,16.7,11.1333333333333,12.73125,2.35426727555771,8,12.7375,2.51149342152218,8
3144080104,13:00,780,-75.1528356388386,39.9549263716921,-75.1495939755084,40.0125900284939,off_peak,FALSE,40,14.842763,30.45,22.2,21.45,4.69802390068724,8,22.2,4.41588043316392,8
3144080105,16:30,990,-75.1495939755084,40.0125900284939,-75.162026191264,39.9785569548507,pm_peak,TRUE,40,16.716886,35.4666666666667,29.3333333333333,27.9,5.04836921649276,8,25.95,4.65549683639145,8
3144080107,19:00,1140,-75.162026191264,39.9785569548507,-75.1495939755084,40.0125900284939,off_peak,FALSE,75,16.860236,29.45,20.95,32.7,6.40312423743285,8,25.5104166666667,2.98235468784767,8
3158360102,17:10,1030,-75.1414393682529,39.9601471054741,-75.1614771099584,39.9569042938645,pm_peak,TRUE,30,18.017641,19.7666666666667,27.5666666666667,19.8791666666667,4.3689992860957,8,24.8333333333333,5.53654525253188,8
3164640101,10:00,600,-75.1778185045084,39.9859426039642,-75.1612826317197,39.9532127364358,off_peak,FALSE,0,32.46511,35.1,41.25,36.8416666666667,6.42436458472434,8,36.5020833333333,6.88452046433225,8
3164640201,9:00,540,-75.1778185045084,39.9859426039642,-75.1673759243643,39.9592890487195,am_peak,TRUE,0,23.219201,30.6833333333333,33.4166666666667,32.9333333333333,6.73841745822191,8,33.3979166666667,5.57165044582628,8
3164640202,12:00,720,-75.1673759243643,39.9592890487195,-75.1400970132193,39.9722367087517,off_peak,FALSE,0,28.530069,32.2,43.2,45.2,9.05932826270406,8,36.80625,5.93828002395114,8
3168910102,11:02,662,-75.1859236878394,40.0056791510122,-75.1553089348274,40.0036904586044,off_peak,FALSE,10,15.73424,26.1666666666667,27.7666666666667,23.6666666666667,6.48624919128371,8,20.6416666666667,4.92624168538828,8
3168910103,11:13,673,-75.1553089348274,40.0036904586044,-75.1553089348274,40.0036904586044,off_peak,FALSE,0,9.343538,15.9166666666667,11.8333333333333,11.8645833333333,3.95229928558771,8,10.2125,2.96400027311868,8
3168910104,11:15,675,-75.1553089348274,40.0036904586044,-75.1322724324316,40.0400578246308,off_peak,FALSE,11,26.901152,38.35,34.0333333333333,39.9020833333333,6.33514032805829,8,33.11875,4.75219612974418,8
3168910105,11:30,690,-75.1322724324316,40.0400578246308,-75.1257038337522,40.0616781641169,off_peak,FALSE,15,16.766375,51.2,27.2,42.875,7.33986181263458,8,32.825,4.83846197522666,8
3168910109,16:57,1017,-75.1392788470332,40.0429484652339,-75.1495939755084,40.0125900284939,pm_peak,TRUE,8,18.946487,25.6166666666667,23.7,24.9270833333333,3.96669605331252,8,23.8229166666667,3.93577343097897,8
3168910112,17:50,1070,-75.1495939755084,40.0125900284939,-75.1859236878394,40.0056791510122,pm_peak,TRUE,0,20.172615,32.5333333333333,18.8333333333333,29.575,6.37669367479905,8,24.4,4.07891403225659,8
3200660201,5:20,320,-75.3525624514966,39.9737875295276,-75.1701604201666,39.9562259742499,off_peak,FALSE,60,52.615924,62.6166666666667,62.6166666666667,74.85,10.8290760865777,8,69.9142857142857,8.88035925080063,7
3200660202,14:30,870,-75.1701604201666,39.9562259742499,-75.3525624514966,39.9737875295276,off_peak,FALSE,75,54.087793,68.85,68.8166666666667,73.2916666666667,5.68433520006224,8,72.8854166666667,5.4448565907332,8
3215440103,7:21,441,-75.1541388337345,39.9522458625874,-75.1906300416804,39.958024348983,am_peak,TRUE,6,13.758427,16.0166666666667,23.0166666666667,19.0166666666667,2.57737407895267,8,17.7666666666667,1.73205080756888,8
3215440106,16:12,972,-75.1906300416804,39.958024348983,-75.1541388337345,39.9522458625874,pm_peak,TRUE,6,13.735541,31.35,30.35,24.35,6.12372435695795,8,22.1,4.76595066217494,8
3219110102,8:15,495,-75.1483144819563,39.9402627111676,-75.1708705877199,39.9529581159317,am_peak,TRUE,15,23.596833,30.65,25.65,26.65,4.04439647625488,8,25.925,2.97213247157179,8
3219110106,17:05,1025,-75.1741319574651,39.9575333855516,-75.1642635478598,39.945554104478,pm_peak,TRUE,30,12.870606,18.1666666666667,23.3166666666667,20.9625,3.50502756821801,8,22.7479166666667,4.46541771362354,8
3229950101,11:15,675,-75.2182588102061,39.950471058218,-75.1630657978927,39.949981511781,off_peak,FALSE,60,25.330641,39.5833333333333,28.0166666666667,34.8791666666667,9.01357331851547,8,29.5666666666667,4.00262810488706,8
3229950102,20:00,1200,-75.1630657978927,39.949981511781,-75.2182588102061,39.950471058218,off_peak,FALSE,60,26.46016,35.7333333333333,30.2333333333333,35.0166666666667,4.04840748623495,8,32.0875,2.2100913936428,8
3240320104,17:45,1065,-75.1669894744938,39.9484799410289,-75.1834073455283,39.9599979498596,pm_peak,TRUE,20,18.073922,28.25,31.5666666666667,28.1645833333333,2.98289352304793,8,29.39375,5.19017644667491,8
