"ID","HH_ID","PERSON_NUM","PERSON_ID","HH_WEIGHT","P_WEIGHT","TOUR_NUM","WKSUB_NUM","WKSUB_ID","TRIP_NUM","TRIP_ID","RECORD_ID","NOGO","WHYNO","TOUR_TYPE","TOUR_STOPS","START_TRAV","O_LOC_TYPE","O_GEO_ACC","O_STATE","O_REGION","O_COUNTY","O_CPA","O_MCD","O_TRACT","O_TAZ","ARRIVE","ACTIV1","ACTIV2","ACTIV3","ACTIV4","ACT_DUR1","ACT_DUR2","ACT_DUR3","ACT_DUR4","DEPART","MODE","MODE_AGG","PARTY","HH_MEM","HH_PER_NUM1","HH_PER_NUM2","HH_PER_NUM3","HH_PER_NUM4","HH_PER_NUM5","HH_PER_NUM6","DRVER","VEH_NUM","USE_TOLL","TOLL_RD1","TOLL_RD2","TOLL_RD3","TOLL_RD4","TOLL_RD5","TOLL_B1","TOLL_B2","TOLL_B3","TOLL_B4","TOLL_B5","TOLL_B6","TOLL_B7","TOLL_B8","TOLL_B9","PARK_AT","PARK_TRAV","PARK_PAY","PARK_COST","PARK_UNIT","D_LOC_TYPE","D_GEO_ACC","D_STATE","D_REGION","D_COUNTY","D_CPA","D_MCD","D_TRACT","D_TAZ","TripFactor","Survey_TravTime","Model_TravTime","Model_TravDist","CompositeWeight","DEPART_HOUR","DEPART_MIN","DEPART_MIN_OF_DAY","TRAV_DOW","TRAV_DATE","HOLIDAY","HOL_TYPE","depart_lon","depart_lat","dest_lon","dest_lat","depart_point","dest_point"
33528,460714,2,46071402,337.3101463,178.1439768,1,NA,4.60714e+11,1,4.60714e+13,4607140201,NA,NA,1,1,2,1,1,42,1,42101,"101_117",4210160000,42101023700,2424,"",1,NA,NA,NA,"0:00","","","","6:15",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_101",4210160000,42101020000,1415,1.12,30,29.716791,4.690403,199.5212541,6,15,375,3,"11/28/2012","",0,-75.1898142834651,40.0518717143354,-75.1509013014001,40.0025369261947,"POINT (-75.189814 40.051872)","POINT (-75.150901 40.002537)"
33529,460714,2,46071402,337.3101463,178.1439768,1,NA,4.60714e+11,2,4.60714e+13,4607140202,NA,NA,1,NA,NA,2,1,42,1,42101,"101_101",4210160000,42101020000,1415,"6:45",5,NA,NA,NA,"0:00","","","","7:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_117",4210160000,42101023700,2424,1.12,760,31.175573,4.637893,199.5212541,7,30,450,3,"11/28/2012","",0,-75.1509013014001,40.0025369261947,-75.1898142834651,40.0518717143354,"POINT (-75.150901 40.002537)","POINT (-75.189814 40.051872)"
33783,462420,1,46242001,339.1140079,212.9634926,1,NA,4.6242e+11,1,4.6242e+13,4624200101,NA,NA,2,2,2,1,1,42,1,42101,"101_107",4210160000,42101016702,430,"",1,11,16,19,"2:00","0:05","0:59","1:00","11:35",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101016702,430,1.17,0,8.347736,0.232146,249.1672864,11,35,695,1,"7/29/2013","",0,-75.1578194556998,39.9904255905816,-75.1578194556998,39.9904255905816,"POINT (-75.157819 39.990426)","POINT (-75.157819 39.990426)"
33784,462420,1,46242001,339.1140079,212.9634926,1,NA,4.6242e+11,2,4.6242e+13,4624200102,NA,NA,2,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101016702,430,"11:35",19,NA,NA,NA,"1:00","","","","12:35",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101037600,129,1.17,79,22.577222,3.129954,249.1672864,12,35,755,1,"7/29/2013","",0,-75.1578194556998,39.9904255905816,-75.1517475799141,39.9595908415173,"POINT (-75.157819 39.990426)","POINT (-75.151748 39.959591)"
33785,462420,1,46242001,339.1140079,212.9634926,1,NA,4.6242e+11,3,4.6242e+13,4624200103,NA,NA,2,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101037600,129,"13:54",11,12,19,96,"0:30","5:00","1:00","1:00","21:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_107",4210160000,42101016702,430,1.17,0,25.350441,2.93285,249.1672864,21,30,1290,1,"7/29/2013","",0,-75.1517475799141,39.9595908415173,-75.1578194556998,39.9904255905816,"POINT (-75.151748 39.959591)","POINT (-75.157819 39.990426)"
34018,463752,1,46375201,295.1256087,223.2317531,1,NA,4.63752e+11,2,4.63752e+13,4637520102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,92,"8:00",5,NA,NA,NA,"0:00","","","","16:30",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101980000,1040,1.12,10,13.250399,1.505028,250.0195635,16,30,990,2,"1/15/2013","",0,-75.1648345113326,39.9541020155151,-75.1834073455283,39.9599979498596,"POINT (-75.164835 39.954102)","POINT (-75.183407 39.959998)"
34114,464195,1,46419501,435.9358563,162.8823664,1,NA,4.64195e+11,1,4.64195e+13,4641950101,NA,NA,1,1,2,1,1,42,1,42101,"101_114",4210160000,42101029800,1604,"",1,NA,NA,NA,"5:00","","","","8:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101012500,133,1.17,60,47.029906,9.421938,190.5723687,8,0,480,2,"5/28/2013","",0,-75.0678029951053,40.0159609385718,-75.1673759243643,39.9592890487195,"POINT (-75.067803 40.015961)","POINT (-75.167376 39.959289)"
34115,464195,1,46419501,435.9358563,162.8823664,1,NA,4.64195e+11,2,4.64195e+13,4641950102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101012500,133,"9:00",5,NA,NA,NA,"8:00","","","","18:00",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_114",4210160000,42101029800,1604,1.17,95,45.310844,9.7975,190.5723687,18,0,1080,2,"5/28/2013","",0,-75.1673759243643,39.9592890487195,-75.0678029951053,40.0159609385718,"POINT (-75.167376 39.959289)","POINT (-75.067803 40.015961)"
34118,464195,2,46419502,435.9358563,129.3155895,1,NA,4.64195e+11,2,4.64195e+13,4641950202,NA,NA,2,NA,NA,4,1,42,1,42101,"101_114",4210160000,42101029800,1604,"11:50",8,NA,NA,NA,"0:05","","","","11:55",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_117",4210160000,42101038700,2441,1.17,125,78.163771,12.854954,151.2992397,11,55,715,2,"5/28/2013","",0,-75.0678029951053,40.0159609385718,-75.2128647817132,40.0824469736708,"POINT (-75.067803 40.015961)","POINT (-75.212865 40.082447)"
34119,464195,2,46419502,435.9358563,129.3155895,1,NA,4.64195e+11,3,4.64195e+13,4641950203,NA,NA,2,NA,NA,4,1,42,1,42101,"101_117",4210160000,42101038700,2441,"14:00",16,NA,NA,NA,"1:40","","","","15:40",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_114",4210160000,42101029800,1604,1.17,100,74.974414,12.156259,151.2992397,15,40,940,2,"5/28/2013","",0,-75.2128647817132,40.0824469736708,-75.0678029951053,40.0159609385718,"POINT (-75.212865 40.082447)","POINT (-75.067803 40.015961)"
34136,464456,2,46445602,272.1186917,496.2966196,2,NA,4.64456e+11,6,4.64456e+13,4644560206,NA,NA,3,NA,NA,4,1,42,1,42045,"045_203",4204579000,42045400500,4459,"10:55",19,NA,NA,NA,"0:00","","","","11:05",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000500,90,1.12,15,26.85,5.840262,555.852214,11,5,665,2,"11/27/2012","",0,-75.2626735411038,39.9640057100153,-75.1588750233838,39.9528401835985,"POINT (-75.262674 39.964006)","POINT (-75.158875 39.952840)"
34239,464806,1,46480601,67.99950049,94.12458857,1,NA,4.64806e+11,1,4.64806e+13,4648060101,NA,NA,3,2,1,4,1,42,1,42101,"101_103",4210160000,42101001202,25,"",96,NA,NA,NA,"0:00","","","","15:50",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000600,57,1.13,30,18.082854,1.178864,106.3607851,15,50,950,4,"8/1/2013","",0,-75.1732743609913,39.9456003211594,-75.1603747972298,39.949646258079,"POINT (-75.173274 39.945600)","POINT (-75.160375 39.949646)"
34241,464806,1,46480601,67.99950049,94.12458857,1,NA,4.64806e+11,3,4.64806e+13,4648060103,NA,NA,3,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000500,71,"16:48",8,NA,NA,NA,"0:00","","","","17:15",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_112",4210160000,42101003701,828,1.13,15,25.962277,2.871372,106.3607851,17,15,1035,4,"8/1/2013","",0,-75.1584725274299,39.950967187359,-75.1782289254393,39.9273662256759,"POINT (-75.158473 39.950967)","POINT (-75.178229 39.927366)"
34311,465194,1,46519401,69.88592262,90.59440523,1,NA,4.65194e+11,1,4.65194e+13,4651940101,NA,NA,2,1,2,1,1,42,1,42101,"101_115",4210160000,42101029000,2610,"",1,7,NA,NA,"0:00","","","","12:15",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000200,111,1.13,45,32.120653,7.823561,102.3716779,12,15,735,1,"12/3/2012","",0,-75.1139704218066,40.0309825414845,-75.1614771099584,39.9569042938645,"POINT (-75.113970 40.030983)","POINT (-75.161477 39.956904)"
34312,465194,1,46519401,69.88592262,90.59440523,1,NA,4.65194e+11,2,4.65194e+13,4651940102,NA,NA,2,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000200,111,"13:00",11,16,6,8,"0:00","","","","14:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_115",4210160000,42101029000,2610,1.13,30,34.653627,7.610037,102.3716779,14,30,870,1,"12/3/2012","",0,-75.1614771099584,39.9569042938645,-75.1139704218066,40.0309825414845,"POINT (-75.161477 39.956904)","POINT (-75.113970 40.030983)"
34581,466880,1,46688001,161.6263101,373.3644024,1,NA,4.6688e+11,1,4.6688e+13,4668800101,NA,NA,1,1,2,1,1,42,1,42101,"101_109",4210160000,42101037900,618,"",1,NA,NA,NA,"0:00","","","","7:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,98,1.12,45,39.050599,5.91927,418.1681307,7,0,420,2,"1/15/2013","",0,-75.0972035448796,39.9884463740478,-75.1672929773502,39.9544153783527,"POINT (-75.097204 39.988446)","POINT (-75.167293 39.954415)"
34582,466880,1,46688001,161.6263101,373.3644024,1,NA,4.6688e+11,2,4.6688e+13,4668800102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000402,98,"7:45",5,NA,NA,NA,"0:00","","","","17:20",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_109",4210160000,42101037900,618,1.12,20,36.596423,6.560267,418.1681307,17,20,1040,2,"1/15/2013","",0,-75.1672929773502,39.9544153783527,-75.0972035448796,39.9884463740478,"POINT (-75.167293 39.954415)","POINT (-75.097204 39.988446)"
34584,466880,2,46688002,161.6263101,485.6673345,1,NA,4.6688e+11,1,4.6688e+13,4668800201,NA,NA,1,1,2,1,1,42,1,42101,"101_109",4210160000,42101037900,618,"",1,NA,NA,NA,"0:00","","","","7:00",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,70,1.12,45,34.940007,5.254324,543.9474147,7,0,420,2,"1/15/2013","",0,-75.0972035448796,39.9884463740478,-75.1561127285024,39.9506763018863,"POINT (-75.097204 39.988446)","POINT (-75.156113 39.950676)"
34585,466880,2,46688002,161.6263101,485.6673345,1,NA,4.6688e+11,2,4.6688e+13,4668800202,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000500,70,"7:45",5,NA,NA,NA,"0:00","","","","17:45",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_109",4210160000,42101037900,618,1.12,45,32.769576,5.222456,543.9474147,17,45,1065,2,"1/15/2013","",0,-75.1561127285024,39.9506763018863,-75.0972035448796,39.9884463740478,"POINT (-75.156113 39.950676)","POINT (-75.097204 39.988446)"
34619,467153,1,46715301,317.8695646,111.459172,2,NA,4.67153e+11,4,4.67153e+13,4671530104,NA,NA,2,NA,NA,4,1,42,1,42101,"101_112",4210160000,42101004001,819,"13:13",19,NA,NA,NA,"0:00","","","","13:25",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_112",4210160000,42101980700,809,1.17,16,17.441679,1.653365,130.4072312,13,25,805,4,"11/29/2012","",0,-75.1662120144978,39.9238115855567,-75.1424353043086,39.9181642204268,"POINT (-75.166212 39.923812)","POINT (-75.142435 39.918164)"
34667,467363,1,46736301,342.1442569,264.7639273,1,NA,4.67363e+11,1,4.67363e+13,4673630101,NA,NA,1,2,2,1,1,42,1,42101,"101_112",4210160000,42101004201,818,"",1,NA,NA,NA,"0:00","","","","7:25",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000300,112,1.17,40,25.616636,3.471939,309.773795,7,25,445,1,"12/17/2012","",0,-75.1509880355394,39.9232020928335,-75.1637714901797,39.9554388396102,"POINT (-75.150988 39.923202)","POINT (-75.163771 39.955439)"
34668,467363,1,46736301,342.1442569,264.7639273,1,NA,4.67363e+11,2,4.67363e+13,4673630102,NA,NA,1,NA,NA,2,1,42,1,42101,"101_103",4210160000,42101000300,112,"8:05",5,NA,NA,NA,"0:00","","","","16:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000500,70,1.17,30,12.973769,0.833737,309.773795,16,30,990,1,"12/17/2012","",0,-75.1637714901797,39.9554388396102,-75.1561127285024,39.9506763018863,"POINT (-75.163771 39.955439)","POINT (-75.156113 39.950676)"
34669,467363,1,46736301,342.1442569,264.7639273,1,NA,4.67363e+11,3,4.67363e+13,4673630103,NA,NA,1,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000500,70,"17:00",16,NA,NA,NA,"0:00","","","","18:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_112",4210160000,42101004201,818,1.17,15,24.146898,2.577679,309.773795,18,30,1110,1,"12/17/2012","",0,-75.1561127285024,39.9506763018863,-75.1509880355394,39.9232020928335,"POINT (-75.156113 39.950676)","POINT (-75.150988 39.923202)"
34701,467493,1,46749301,483.017925,122.3414204,1,NA,4.67493e+11,1,4.67493e+13,4674930101,NA,NA,1,1,2,1,1,42,1,42101,"101_110",4210160000,42101007800,1016,"",1,NA,NA,NA,"5:00","","","","8:27",23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_110",4210160000,42101036900,1025,1.17,15,14.552281,1.557769,143.1394619,8,27,507,4,"12/6/2012","",0,-75.2162654488479,39.9464660922369,-75.1937934209145,39.951852697735,"POINT (-75.216265 39.946466)","POINT (-75.193793 39.951853)"
34704,467493,2,46749302,483.017925,160.8321998,1,NA,4.67493e+11,1,4.67493e+13,4674930201,NA,NA,1,1,2,1,1,42,1,42101,"101_110",4210160000,42101007800,1016,"",1,NA,NA,NA,"1:54","","","","4:54",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_112",4210160000,42101002500,842,1.17,40,25.203722,4.300745,188.1736738,4,54,294,4,"12/6/2012","",0,-75.2162654488479,39.9464660922369,-75.1498041127206,39.934304016358,"POINT (-75.216265 39.946466)","POINT (-75.149804 39.934304)"
34705,467493,2,46749302,483.017925,160.8321998,1,NA,4.67493e+11,2,4.67493e+13,4674930202,NA,NA,1,NA,NA,2,1,42,1,42101,"101_112",4210160000,42101002500,842,"5:34",5,NA,NA,NA,"6:30","","","","12:08",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42101,"101_110",4210160000,42101007800,1016,1.17,34,30.857532,4.516512,188.1736738,12,8,728,4,"12/6/2012","",0,-75.1498041127206,39.934304016358,-75.2162654488479,39.9464660922369,"POINT (-75.149804 39.934304)","POINT (-75.216265 39.946466)"
34718,467566,1,46756601,172.9823774,78.9214541,1,NA,4.67566e+11,4,4.67566e+13,4675660104,NA,NA,1,NA,NA,2,2,42,1,42101,"101_106",4210160000,42101012100,2213,"10:10",5,NA,NA,NA,"0:00","","","","11:10",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42029,"029_301",4202953608,42029306503,6016,1.12,10,NA,NA,88.39202859,11,10,670,4,"12/6/2012","",0,-75.2226378551491,39.995965776317,-75.7389669372766,39.8455410550777,"POINT (-75.222638 39.995966)","POINT (-75.738967 39.845541)"
34872,468368,2,46836802,312.7658348,166.2835719,1,NA,4.68368e+11,2,4.68368e+13,4683680202,NA,NA,1,NA,NA,4,3,42,1,42101,"101_105",4210160000,42101037300,1816,"9:56",19,NA,NA,NA,"0:08","","","","10:04",21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,42,1,42101,"101_107",4210160000,42101037700,414,1.12,11,38.209279,5.785548,186.2376005,10,4,604,2,"11/27/2012","",0,-75.1792803129236,39.9102291849896,-75.1545851492175,39.9813757258968,"POINT (-75.179280 39.910229)","POINT (-75.154585 39.981376)"
34971,468734,1,46873401,568.8087432,257.3654622,1,NA,4.68734e+11,2,4.68734e+13,4687340102,NA,NA,2,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101026500,2634,"8:02",19,NA,NA,NA,"0:04","","","","8:06",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101028200,2615,1.17,NA,25.29774,2.520406,301.1175908,8,6,486,1,"11/26/2012","",0,-75.1546939106137,40.0587336087499,-75.1398050137829,40.0366774270012,"POINT (-75.154694 40.058734)","POINT (-75.139805 40.036677)"
34975,468734,1,46873401,568.8087432,257.3654622,1,NA,4.68734e+11,6,4.68734e+13,4687340106,NA,NA,2,NA,NA,4,1,42,1,42101,"101_110",4210160000,42101036900,1018,"11:25",19,NA,NA,NA,"0:00","","","","11:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_103",4210160000,42101000901,41,1.17,NA,22.812247,2.355845,301.1175908,11,30,690,1,"11/26/2012","",0,-75.1957094473416,39.9494354858208,-75.1634808483634,39.9480403151119,"POINT (-75.195709 39.949435)","POINT (-75.163481 39.948040)"
34985,468734,2,46873402,568.8087432,127.0385876,1,NA,4.68734e+11,2,4.68734e+13,4687340202,NA,NA,2,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101026500,2634,"8:02",19,NA,NA,NA,"0:04","","","","8:06",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101028200,2615,1.17,NA,25.29774,2.520406,148.6351475,8,6,486,1,"11/26/2012","",0,-75.1546939106137,40.0587336087499,-75.1398050137829,40.0366774270012,"POINT (-75.154694 40.058734)","POINT (-75.139805 40.036677)"
34992,468734,2,46873402,568.8087432,127.0385876,1,NA,4.68734e+11,9,4.68734e+13,4687340209,NA,NA,2,NA,NA,4,1,42,1,42101,"101_108",4210160000,42101021300,3210,"9998",19,NA,NA,NA,"0:00","","","","15:36",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_108",4210160000,42101020700,3201,1.17,NA,19.272252,0.989361,148.6351475,15,36,936,1,"11/26/2012","",0,-75.2181192513656,40.032241980928,-75.1898605144712,40.0114702178942,"POINT (-75.218119 40.032242)","POINT (-75.189861 40.011470)"
34993,468734,2,46873402,568.8087432,127.0385876,1,NA,4.68734e+11,10,4.68734e+13,4687340210,NA,NA,2,NA,NA,4,1,42,1,42101,"101_108",4210160000,42101020700,3201,"9998",19,NA,NA,NA,"0:00","","","","15:48",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101026700,2631,1.17,28,33.244868,4.606807,148.6351475,15,48,948,1,"11/26/2012","",0,-75.1898605144712,40.0114702178942,-75.1479154657996,40.0549550312452,"POINT (-75.189861 40.011470)","POINT (-75.147915 40.054955)"
35120,469116,2,46911602,172.2251086,195.8959811,1,NA,4.69116e+11,3,4.69116e+13,4691160203,NA,NA,2,NA,NA,4,1,42,1,42045,"045_203",4204526408,42045403402,4416,"9999",3,NA,NA,NA,"3:00","","","","10:30",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42045,"045_203",4204569752,42045402800,4427,1.17,47,17.952475,3.109552,229.1982979,10,30,630,5,"12/7/2012","",0,-75.2756219131213,39.8861130712424,-75.2647018998912,39.9085205983673,"POINT (-75.275622 39.886113)","POINT (-75.264702 39.908521)"
35121,469116,2,46911602,172.2251086,195.8959811,2,NA,4.69116e+11,4,4.69116e+13,4691160204,NA,NA,3,0,NA,1,1,42,1,42045,"045_203",4204569752,42045402800,4427,"11:17",1,NA,NA,NA,"7:05","","","","18:22",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_111",4210160000,42101008400,1213,1.17,46,39.638793,7.340004,229.1982979,18,22,1102,5,"12/7/2012","",0,-75.2647018998912,39.9085205983673,-75.2354698649569,39.9579979858569,"POINT (-75.264702 39.908521)","POINT (-75.235470 39.957998)"
35124,469116,3,46911603,172.2251086,155.360283,1,NA,4.69116e+11,2,4.69116e+13,4691160302,NA,NA,1,NA,NA,2,1,42,1,42101,"101_102",4210160000,42101980900,2010,"7:57",5,NA,NA,NA,"4:00","","","","12:10",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,1,42045,"045_203",4204569752,42045402800,4427,1.17,63,36.967553,5.250252,181.7715311,12,10,730,5,"12/7/2012","",0,-75.235101972058,39.9049328264187,-75.2647018998912,39.9085205983673,"POINT (-75.235102 39.904933)","POINT (-75.264702 39.908521)"
35312,469787,2,46978702,305.7923578,182.5834247,1,NA,4.69787e+11,2,4.69787e+13,4697870202,NA,NA,2,NA,NA,4,1,42,1,42101,"101_107",4210160000,42101014700,411,"6:40",19,NA,NA,NA,"0:10","","","","7:21",14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,42,1,42101,"101_115",4210160000,42101028200,2612,1.17,0,25.187383,4.242584,213.6226069,7,21,441,3,"1/23/2013","",0,-75.162026191264,39.9785569548507,-75.1410429415748,40.0324712216091,"POINT (-75.162026 39.978557)","POINT (-75.141043 40.032471)"
