"record_id","depart_time","depart_min_of_day","depart_lon","depart_lat","dest_lon","dest_lat","peak_period","is_peak","survey_travtime","model_travtime"
1175240107,"18:10",1090,-75.1648345113326,39.9541020155151,-75.2092872712104,40.0181516385401,"pm_peak",TRUE,25,20.053637
2023740101,"9:10",550,-75.2316719358833,39.9680910426143,-75.2458322070382,39.9787834549805,"am_peak",TRUE,40,16.530207
2023740102,"11:45",705,-75.2458322070382,39.9787834549805,-75.2316719358833,39.9680910426143,"off_peak",FALSE,30,17.502539
2064720101,"8:45",525,-75.1798114670555,39.9715794694621,-75.1634808483634,39.9480403151119,"am_peak",TRUE,35,18.998175
2064720104,"11:00",660,-75.1662257986882,39.9519342771783,-75.1541388337345,39.9522458625874,"off_peak",FALSE,20,9.865521
2064720105,"12:45",765,-75.1541388337345,39.9522458625874,-75.1798114670555,39.9715794694621,"off_peak",FALSE,60,23.384621
2064720201,"8:45",525,-75.1798114670555,39.9715794694621,-75.1630984016405,39.9735438590113,"am_peak",TRUE,30,12.299124
2064720202,"17:15",1035,-75.1630984016405,39.9735438590113,-75.1798114670555,39.9715794694621,"pm_peak",TRUE,30,17.484821
2118520101,"7:00",420,-75.0806751855718,40.016348069306,-75.1957094473416,39.9494354858208,"am_peak",TRUE,NA,40.344785
2118520102,"16:30",990,-75.1957094473416,39.9494354858208,-75.0806751855718,40.016348069306,"pm_peak",TRUE,450,41.188615
2297970201,"8:30",510,-75.1800070313661,39.946441631749,-75.1941152941134,39.9546263068532,"am_peak",TRUE,30,14.326086
2350960102,"9:15",555,-75.1941152941134,39.9546263068532,-75.1977262540913,39.9594259908695,"am_peak",TRUE,13,6.95
2350960104,"15:15",915,-75.216704781889,39.9569805572676,-75.2162654488479,39.9464660922369,"off_peak",FALSE,25,12.204772
2428050101,"13:00",780,-75.1335381361008,40.3211737824194,-75.1346109509137,40.3071295327499,"off_peak",FALSE,30,12.21407
2435040101,"8:16",496,-75.1724998481553,39.9491635804723,-75.175827602964,39.9495803344789,"am_peak",TRUE,1,4.583333
2435040102,"8:29",509,-75.175827602964,39.9495803344789,-75.216704781889,39.9569805572676,"am_peak",TRUE,15,16.40586
2435040103,"15:16",916,-75.216704781889,39.9569805572676,-75.1724998481553,39.9491635804723,"off_peak",FALSE,23,23.072828
2526520102,"14:00",840,-75.1491317030119,40.0304553583606,-75.1571977835929,40.0823045185899,"off_peak",FALSE,60,34.180643
2526520103,"15:30",930,-75.1571977835929,40.0823045185899,-75.1659426772114,39.9531940428398,"off_peak",FALSE,30,51.767852
2526520104,"17:20",1040,-75.1659426772114,39.9531940428398,-75.1525134507185,40.0198296932081,"pm_peak",TRUE,45,26.076231
2579920102,"8:10",490,-75.2162654488479,39.9464660922369,-75.1608290378846,39.9512565309348,"am_peak",TRUE,20,25.871289
2579920105,"17:45",1065,-75.1608290378846,39.9512565309348,-75.2162654488479,39.9464660922369,"pm_peak",TRUE,20,23.865408
2672010201,"9:30",570,-75.1669894744938,39.9484799410289,-75.1662120144978,39.9238115855567,"off_peak",FALSE,27,15.590835
2688810102,"14:55",895,-75.1941152941134,39.9546263068532,-75.150229373412,39.9517620658106,"off_peak",FALSE,35,15.35
2688810103,"17:30",1050,-75.150229373412,39.9517620658106,-75.2165947836222,39.9537421538695,"pm_peak",TRUE,30,23.31013
2774350204,"10:13",613,-75.2162654488479,39.9464660922369,-75.1725391195037,39.9527196860213,"off_peak",FALSE,18,21.749239
2920170201,"8:00",480,-75.1722288078707,39.9400534674801,-75.1725391195037,39.9527196860213,"am_peak",TRUE,15,12.527511
2966540202,"8:03",483,-75.1611907875754,39.9477574019743,-75.1984494658686,39.9539400028283,"am_peak",TRUE,27,19.191247
2966540203,"17:00",1020,-75.1984494658686,39.9539400028283,-75.1584424033225,39.9474108270156,"pm_peak",TRUE,35,23.412371
3006050101,"6:30",390,-75.2399779780059,39.9210924003411,-75.202230610969,39.9458213862922,"am_peak",TRUE,35,23.344439
3006050102,"16:00",960,-75.202230610969,39.9458213862922,-75.2399779780059,39.9210924003411,"pm_peak",TRUE,105,20.273254
3024870101,"8:30",510,-75.2143085167584,39.9408655334325,-75.1708705877199,39.9529581159317,"am_peak",TRUE,32,19.371312
3024870102,"12:00",720,-75.1708705877199,39.9529581159317,-75.2143085167584,39.9408655334325,"off_peak",FALSE,150,19.096302
3032020102,"13:38",818,-75.1262221694671,39.9679483007659,-75.1752524766747,39.9659654913561,"off_peak",FALSE,22,26.312437
3032020104,"14:25",865,-75.1755490875517,39.9619810599662,-75.1262221694671,39.9679483007659,"off_peak",FALSE,25,28.557489
3033290201,"10:00",600,-75.1550394779574,40.0672050029827,-75.1550394779574,40.0672050029827,"off_peak",FALSE,NA,7.625119
3033290202,"20:00",1200,-75.1550394779574,40.0672050029827,-75.1503212753435,40.0647775996619,"off_peak",FALSE,240,8.180767
3038950101,"10:00",600,-75.3128532544384,39.99398750657,-75.3490077338315,40.0452635767863,"off_peak",FALSE,75,29.984811
3038950102,"19:00",1140,-75.3490077338315,40.0452635767863,-75.3037399105563,39.9880925237514,"off_peak",FALSE,30,29.716667
3049580106,"13:42",822,-75.2376648010527,39.9482763035952,-75.2232933759479,39.9448265734297,"off_peak",FALSE,38,13.907832
3049580107,"14:35",875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,"off_peak",FALSE,32,18.631738
3049580407,"14:35",875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,"off_peak",FALSE,32,18.631738
3049580506,"13:42",822,-75.2143085167584,39.9408655334325,-75.2232933759479,39.9448265734297,"off_peak",FALSE,38,13.231894
3049580507,"14:35",875,-75.2232933759479,39.9448265734297,-75.2376648010527,39.9482763035952,"off_peak",FALSE,32,18.631738
3070050301,"7:45",465,-75.1324048029212,40.0556045453464,-75.1561127285024,39.9506763018863,"am_peak",TRUE,45,35.271343
3070050302,"17:00",1020,-75.1561127285024,39.9506763018863,-75.1324048029212,40.0556045453464,"pm_peak",TRUE,35,34.849995
3121680202,"8:20",500,-75.1792803129236,39.9102291849896,-75.1792803129236,39.9102291849896,"am_peak",TRUE,NA,5.835977
3127840106,"8:46",526,-75.1630984016405,39.9735438590113,-75.162026191264,39.9785569548507,"am_peak",TRUE,2,6.650289
3127840109,"14:00",840,-75.1659426772114,39.9531940428398,-75.1398050137829,40.0366774270012,"off_peak",FALSE,15,25.438692
3127840110,"14:20",860,-75.1398050137829,40.0366774270012,-75.1571977835929,40.0823045185899,"off_peak",FALSE,60,30.391026
3127840111,"15:30",930,-75.1571977835929,40.0823045185899,-75.1546939106137,40.0587336087499,"off_peak",FALSE,29,26.155549
3127840112,"16:02",962,-75.1546939106137,40.0587336087499,-75.1398050137829,40.0366774270012,"pm_peak",TRUE,28,26.296332
3127840113,"16:40",1000,-75.1398050137829,40.0366774270012,-75.1537481432666,39.9503794767793,"pm_peak",TRUE,5,24.682169
3127840114,"16:50",1010,-75.1537481432666,39.9503794767793,-75.1662257986882,39.9519342771783,"pm_peak",TRUE,0,8.067412
3127840116,"19:44",1184,-75.1659426772114,39.9531940428398,-75.1537481432666,39.9503794767793,"off_peak",FALSE,0,8.431547
3127840118,"20:48",1248,-75.1398050137829,40.0366774270012,-75.1546939106137,40.0587336087499,"off_peak",FALSE,12,24.933338
3129140101,"6:10",370,-75.2240469261417,40.0283746179593,-75.2240469261417,40.0283746179593,"am_peak",TRUE,12,4.504478
3129140102,"6:28",388,-75.2240469261417,40.0283746179593,-75.1847348588828,39.9565152107181,"am_peak",TRUE,21,23.870865
3129140104,"17:47",1067,-75.1634808483634,39.9480403151119,-75.2240469261417,40.0283746179593,"pm_peak",TRUE,13,33.460577
3141440301,"13:30",810,-75.0806751855718,40.016348069306,-75.1178467415517,39.9766815618422,"off_peak",FALSE,60,34.271184
3141440302,"21:15",1275,-75.1178467415517,39.9766815618422,-75.0806751855718,40.016348069306,"off_peak",FALSE,60,29.321162
3141440402,"19:00",1140,-75.1142758205188,40.1491579177916,-75.0806751855718,40.016348069306,"off_peak",FALSE,90,57.786353
3144080101,"7:45",465,-75.1495939755084,40.0125900284939,-75.1466622121185,39.9478355374067,"am_peak",TRUE,55,24.994031
3144080103,"10:30",630,-75.1638872349499,39.9525548857932,-75.1528356388386,39.9549263716921,"off_peak",FALSE,30,10.157097
3144080104,"13:00",780,-75.1528356388386,39.9549263716921,-75.1495939755084,40.0125900284939,"off_peak",FALSE,40,14.842763
3144080105,"16:30",990,-75.1495939755084,40.0125900284939,-75.162026191264,39.9785569548507,"pm_peak",TRUE,40,16.716886
3144080107,"19:00",1140,-75.162026191264,39.9785569548507,-75.1495939755084,40.0125900284939,"off_peak",FALSE,75,16.860236
3158360102,"17:10",1030,-75.1414393682529,39.9601471054741,-75.1614771099584,39.9569042938645,"pm_peak",TRUE,30,18.017641
3164640101,"10:00",600,-75.1778185045084,39.9859426039642,-75.1612826317197,39.9532127364358,"off_peak",FALSE,0,32.46511
3164640201,"9:00",540,-75.1778185045084,39.9859426039642,-75.1673759243643,39.9592890487195,"am_peak",TRUE,0,23.219201
3164640202,"12:00",720,-75.1673759243643,39.9592890487195,-75.1400970132193,39.9722367087517,"off_peak",FALSE,0,28.530069
3168910102,"11:02",662,-75.1859236878394,40.0056791510122,-75.1553089348274,40.0036904586044,"off_peak",FALSE,10,15.73424
3168910103,"11:13",673,-75.1553089348274,40.0036904586044,-75.1553089348274,40.0036904586044,"off_peak",FALSE,0,9.343538
3168910104,"11:15",675,-75.1553089348274,40.0036904586044,-75.1322724324316,40.0400578246308,"off_peak",FALSE,11,26.901152
3168910105,"11:30",690,-75.1322724324316,40.0400578246308,-75.1257038337522,40.0616781641169,"off_peak",FALSE,15,16.766375
3168910109,"16:57",1017,-75.1392788470332,40.0429484652339,-75.1495939755084,40.0125900284939,"pm_peak",TRUE,8,18.946487
3168910112,"17:50",1070,-75.1495939755084,40.0125900284939,-75.1859236878394,40.0056791510122,"pm_peak",TRUE,0,20.172615
3200660201,"5:20",320,-75.3525624514966,39.9737875295276,-75.1701604201666,39.9562259742499,"off_peak",FALSE,60,52.615924
3200660202,"14:30",870,-75.1701604201666,39.9562259742499,-75.3525624514966,39.9737875295276,"off_peak",FALSE,75,54.087793
3215440103,"7:21",441,-75.1541388337345,39.9522458625874,-75.1906300416804,39.958024348983,"am_peak",TRUE,6,13.758427
3215440106,"16:12",972,-75.1906300416804,39.958024348983,-75.1541388337345,39.9522458625874,"pm_peak",TRUE,6,13.735541
3219110102,"8:15",495,-75.1483144819563,39.9402627111676,-75.1708705877199,39.9529581159317,"am_peak",TRUE,15,23.596833
3219110106,"17:05",1025,-75.1741319574651,39.9575333855516,-75.1642635478598,39.945554104478,"pm_peak",TRUE,30,12.870606
3229950101,"11:15",675,-75.2182588102061,39.950471058218,-75.1630657978927,39.949981511781,"off_peak",FALSE,60,25.330641
3229950102,"20:00",1200,-75.1630657978927,39.949981511781,-75.2182588102061,39.950471058218,"off_peak",FALSE,60,26.46016
3240320104,"17:45",1065,-75.1669894744938,39.9484799410289,-75.1834073455283,39.9599979498596,"pm_peak",TRUE,20,18.073922
3240320105,"19:55",1195,-75.1834073455283,39.9599979498596,-75.1605199473912,39.9452698186476,"off_peak",FALSE,30,23.748785
3249440105,"16:39",999,-75.2862320050127,39.9472873841357,-75.2538526622578,39.9589775244658,"pm_peak",TRUE,11,23.142038
3249440106,"16:55",1015,-75.2538526622578,39.9589775244658,-75.1834073455283,39.9599979498596,"pm_peak",TRUE,12,30.005674
3250340201,"6:00",360,-75.1612826317197,39.9532127364358,-75.025951705377,40.0340975453938,"am_peak",TRUE,85,35.608485
3250340202,"12:30",750,-75.025951705377,40.0340975453938,-75.1612826317197,39.9532127364358,"off_peak",FALSE,60,48.778787
3250340203,"22:00",1320,-75.1612826317197,39.9532127364358,-75.025951705377,40.0340975453938,"off_peak",FALSE,85,40.199019
3257740101,"8:00",480,-75.246585427285,39.957753586195,-75.173930383129,39.954707841715,"am_peak",TRUE,40,28.963957
3260280101,"9:25",565,-75.1611907875754,39.9477574019743,-75.1984494658686,39.9539400028283,"am_peak",TRUE,34,19.191247
3260280102,"11:02",662,-75.1984494658686,39.9539400028283,-75.177201361549,39.9550054347417,"off_peak",FALSE,18,13.668361
3260280105,"15:30",930,-75.1611907875754,39.9477574019743,-75.1363742198001,39.9574637751164,"off_peak",FALSE,15,21.576761
3260280106,"16:40",1000,-75.1363742198001,39.9574637751164,-75.1611907875754,39.9477574019743,"pm_peak",TRUE,0,22.202226
3260280204,"15:45",945,-75.1611907875754,39.9477574019743,-75.1363742198001,39.9574637751164,"off_peak",FALSE,1,21.576761
3260280205,"16:40",1000,-75.1363742198001,39.9574637751164,-75.1611907875754,39.9477574019743,"pm_peak",TRUE,20,22.202226
3269980103,"13:00",780,-75.2879225601409,40.0096184499998,-75.1634808483634,39.9480403151119,"off_peak",FALSE,40,45.894192
3269980302,"7:13",433,-75.2859011035678,39.9804280541513,-75.2626735411038,39.9640057100153,"am_peak",TRUE,12,16.408661
3269980306,"16:40",1000,-75.1662257986882,39.9519342771783,-75.2626735411038,39.9640057100153,"pm_peak",TRUE,16,23.869646
3269980307,"17:01",1021,-75.2626735411038,39.9640057100153,-75.2859011035678,39.9804280541513,"pm_peak",TRUE,3,15.453362
3271890101,"8:10",490,-75.2354698649569,39.9579979858569,-75.2250001549737,39.9381660242818,"am_peak",TRUE,33,21.785076
3271890102,"16:45",1005,-75.2250001549737,39.9381660242818,-75.2354698649569,39.9579979858569,"pm_peak",TRUE,45,19.052766
3271890201,"7:45",465,-75.2268441409671,39.9506693986123,-75.1495939755084,40.0125900284939,"am_peak",TRUE,60,38.841446
3271890202,"16:35",995,-75.1495939755084,40.0125900284939,-75.2354698649569,39.9579979858569,"pm_peak",TRUE,40,36.091772
3279280103,"10:00",600,-75.1742868895805,39.952935291834,-75.1984494658686,39.9539400028283,"off_peak",FALSE,20,14.750895
3279280104,"12:00",720,-75.1984494658686,39.9539400028283,-75.1742868895805,39.952935291834,"off_peak",FALSE,20,15.233414
3279280105,"14:30",870,-75.1742868895805,39.952935291834,-75.1984494658686,39.9539400028283,"off_peak",FALSE,20,14.750895
3279280106,"22:15",1335,-75.1984494658686,39.9539400028283,-75.1742868895805,39.952935291834,"off_peak",FALSE,25,13.544059
3286990104,"18:35",1115,-74.9919645563739,40.0557019160434,-75.0141443812668,40.0424987630183,"pm_peak",TRUE,35,23.043398
3286990204,"18:35",1115,-74.9919645563739,40.0557019160434,-75.0272886661161,40.0451130655592,"pm_peak",TRUE,20,26.974753
3289040101,"13:00",780,-75.0482968493561,40.0672130084675,-74.9537657364031,40.1342148390318,"off_peak",FALSE,73,44.305505
3289040102,"18:59",1139,-74.9537657364031,40.1342148390318,-75.0482968493561,40.0672130084675,"pm_peak",TRUE,44,47.675051
3289040201,"13:00",780,-75.0482968493561,40.0672130084675,-74.9537657364031,40.1342148390318,"off_peak",FALSE,73,44.305505
3289040202,"18:59",1139,-74.9537657364031,40.1342148390318,-75.0482968493561,40.0672130084675,"pm_peak",TRUE,44,47.675051
3290420201,"7:30",450,-75.2806312780087,39.994902663922,-75.1505658415867,39.9464361327538,"am_peak",TRUE,45,53.816329
3298740201,"10:00",600,-75.1332215384763,40.011965414652,-75.1638872349499,39.9525548857932,"off_peak",FALSE,30,30.739643
3298740202,"12:30",750,-75.1638872349499,39.9525548857932,-75.1398050137829,40.0366774270012,"off_peak",FALSE,15,23.751764
3298740203,"12:55",775,-75.1398050137829,40.0366774270012,-75.1638872349499,39.9525548857932,"off_peak",FALSE,5,25.816385
3298740204,"15:00",900,-75.1638872349499,39.9525548857932,-75.1314420393667,40.0218288499157,"off_peak",FALSE,30,30.013904
3298740205,"16:30",990,-75.1314420393667,40.0218288499157,-75.1332215384763,40.011965414652,"pm_peak",TRUE,30,12.780483
3321170103,"12:15",735,-75.2189686457819,40.0081594134958,-75.1859834521487,39.9698807322002,"off_peak",FALSE,45,39.413321
3321170104,"16:30",990,-75.1859834521487,39.9698807322002,-75.2256894030556,40.0047186865197,"pm_peak",TRUE,60,38.705046
3334970102,"6:14",374,-75.4829079089365,40.0451966969818,-75.1834073455283,39.9599979498596,"am_peak",TRUE,36,37.682509
3334970103,"7:05",425,-75.1834073455283,39.9599979498596,-75.2074989674157,39.9516652307221,"am_peak",TRUE,13,20.441392
3334970105,"15:07",907,-75.1941152941134,39.9546263068532,-75.1834073455283,39.9599979498596,"off_peak",FALSE,7,13.3945
3369580108,"16:40",1000,-75.1569523625043,39.943116935689,-75.1550731760754,39.9469560187574,"pm_peak",TRUE,10,8.436711
3369580109,"16:55",1015,-75.1550731760754,39.9469560187574,-75.1611907875754,39.9477574019743,"pm_peak",TRUE,9,8.519117
3369580111,"19:55",1195,-75.1608290378846,39.9512565309348,-75.1840170635385,39.9534784074457,"off_peak",FALSE,-5,11.516666
3382110105,"9:06",546,-75.368739005283,39.9143240988748,-75.2626735411038,39.9640057100153,"am_peak",TRUE,27,42.525595
3382110106,"9:40",580,-75.2626735411038,39.9640057100153,-75.1638872349499,39.9525548857932,"off_peak",FALSE,16,24.135069
3382110107,"10:00",600,-75.1638872349499,39.9525548857932,-75.1545693550523,40.0111496191661,"off_peak",FALSE,8,18.603211
3382110112,"22:13",1333,-75.2626735411038,39.9640057100153,-75.3925245649585,39.9189589188966,"off_peak",FALSE,0,34.699724
3383780102,"11:10",670,-75.1941152941134,39.9546263068532,-75.1708705877199,39.9529581159317,"off_peak",FALSE,20,11.429238
3422520101,"10:00",600,-75.1546939106137,40.0587336087499,-75.2032844122027,39.9507247552209,"off_peak",FALSE,45,52.971734
3422520102,"11:15",675,-75.2032844122027,39.9507247552209,-75.2024327640643,39.9546329212277,"off_peak",FALSE,NA,7.25
3422520104,"11:30",690,-75.2024327640643,39.9546329212277,-75.1840170635385,39.9534784074457,"off_peak",FALSE,45,11.197636
3422520105,"12:30",750,-75.1840170635385,39.9534784074457,-75.1669894744938,39.9484799410289,"off_peak",FALSE,30,15.275732
3422520106,"14:30",870,-75.1669894744938,39.9484799410289,-75.1584424033225,39.9474108270156,"off_peak",FALSE,15,6.624648
3422520107,"15:00",900,-75.1584424033225,39.9474108270156,-75.1588750233838,39.9528401835985,"off_peak",FALSE,30,8.554834
3422520108,"16:00",960,-75.1588750233838,39.9528401835985,-75.1648345113326,39.9541020155151,"pm_peak",TRUE,30,6.572394
3422520109,"16:50",1010,-75.1648345113326,39.9541020155151,-75.1398050137829,40.0366774270012,"pm_peak",TRUE,30,24.490754
3422520110,"17:30",1050,-75.1398050137829,40.0366774270012,-75.1546939106137,40.0587336087499,"pm_peak",TRUE,20,25.643284
3429820201,"12:00",720,-75.4829079089365,40.0451966969818,-75.1612826317197,39.9532127364358,"off_peak",FALSE,NA,54.16782
3451130101,"8:57",537,-75.0433688624618,40.023440833582,-75.1435480547611,40.0048596231255,"am_peak",TRUE,43,38.307483
3451130102,"9:44",584,-75.1435480547611,40.0048596231255,-75.1524573152991,39.9708851261141,"off_peak",FALSE,38,24.927208
3469170201,"7:30",450,-75.2980139860381,39.9634906864851,-75.2980139860381,39.9634906864851,"am_peak",TRUE,25,7.332438
3469170202,"17:15",1035,-75.2980139860381,39.9634906864851,-75.2626735411038,39.9640057100153,"pm_peak",TRUE,30,17.361336
3469170203,"17:50",1070,-75.2626735411038,39.9640057100153,-75.2980139860381,39.9634906864851,"pm_peak",TRUE,20,17.104922
3471800101,"7:30",450,-75.1067113574988,39.9836424590543,-75.202230610969,39.9458213862922,"am_peak",TRUE,30,49.942541
3471800102,"10:00",600,-75.202230610969,39.9458213862922,-75.1067113574988,39.9836424590543,"off_peak",FALSE,0,42.58729
3473810202,"15:33",933,-75.1588750233838,39.9528401835985,-75.2806454415887,40.2304601821381,"off_peak",FALSE,38,47.521966
3478450201,"3:10",190,-75.1829342839572,39.9329910377486,-75.2537661165936,40.1153802483396,"off_peak",FALSE,180,NA
3478450202,"19:15",1155,-75.2537661165936,40.1153802483396,-75.1829342839572,39.9329910377486,"off_peak",FALSE,165,NA
3478450301,"8:00",480,-75.1829342839572,39.9329910377486,-75.2351116826331,39.934447396763,"am_peak",TRUE,30,31.62238
3478450302,"17:00",1020,-75.2351116826331,39.934447396763,-75.1829342839572,39.9329910377486,"pm_peak",TRUE,60,35.124822
3482100101,"12:00",720,-75.1900612521521,39.9261972601751,-75.1632627264191,39.9610182840982,"off_peak",FALSE,45,30.001757
3482100102,"13:15",795,-75.1632627264191,39.9610182840982,-75.1900612521521,39.9261972601751,"off_peak",FALSE,120,28.701356
3483550101,"7:10",430,-75.1662120144978,39.9238115855567,-75.1591175345241,39.9419118021734,"am_peak",TRUE,35,15.642321
3483550105,"16:30",990,-75.1580149724927,39.9493530835764,-75.1662120144978,39.9238115855567,"pm_peak",TRUE,30,20.265733
3490040101,"8:15",495,-75.2458322070382,39.9787834549805,-75.1545851492175,39.9813757258968,"am_peak",TRUE,51,49.165754
3490040103,"14:40",880,-75.1741319574651,39.9575333855516,-75.1545851492175,39.9813757258968,"off_peak",FALSE,46,28.421915
3490040104,"16:48",1008,-75.1545851492175,39.9813757258968,-75.2458322070382,39.9787834549805,"pm_peak",TRUE,64,50.110264
3501890104,"9:20",560,-75.259257848951,39.9196161877979,-75.1941152941134,39.9546263068532,"am_peak",TRUE,34,32.050757
3501890107,"17:45",1065,-75.1906300416804,39.958024348983,-75.2626735411038,39.9640057100153,"pm_peak",TRUE,15,22.836948
3501890108,"18:05",1085,-75.2626735411038,39.9640057100153,-75.1937934209145,39.951852697735,"pm_peak",TRUE,27,26.76929
3501890202,"11:47",707,-75.2833403981327,39.9123740495544,-75.2966603964201,39.9020047132286,"off_peak",FALSE,3,15.590718
3501890205,"12:31",751,-75.2966603964201,39.9020047132286,-75.2833403981327,39.9123740495544,"off_peak",FALSE,2,12.572461
3516490101,"6:15",375,-75.1599172675313,39.9309896846011,-75.1550139436622,39.9445812882334,"am_peak",TRUE,25,16.532926
3523090102,"6:33",393,-75.2632015381214,39.9505426932584,-75.2626735411038,39.9640057100153,"am_peak",TRUE,0,12.279288
3523090104,"14:56",896,-75.1612826317197,39.9532127364358,-75.1662257986882,39.9519342771783,"off_peak",FALSE,2,5.546592
3523090105,"15:06",906,-75.1662257986882,39.9519342771783,-75.2626735411038,39.9640057100153,"off_peak",FALSE,15,23.869646
3523090106,"15:25",925,-75.2626735411038,39.9640057100153,-75.2730699476355,39.952783790568,"off_peak",FALSE,18,14.941881
3526370204,"9:00",540,-75.2134011763507,40.0130658815662,-75.175919233186,40.0332814777088,"am_peak",TRUE,35,31.740063
