record_id,person_id,journey_id,trip_num,mode,rr_role,depart_time,depart_min_of_day,depart_lon,depart_lat,dest_lon,dest_lat,o_county,d_county,peak_period,is_peak,survey_travtime,model_travtime,scenario,service_date,tt_1_min,tt_1_offset_min,tt_2_min,tt_2_offset_min,tt_3_min,tt_3_offset_min,tt_4_min,tt_4_offset_min,tt_5_min,tt_5_offset_min,tt_6_min,tt_6_offset_min,tt_7_min,tt_7_offset_min,tt_8_min,tt_8_offset_min,n_ok,tt_mean_min,tt_sd_min
3285590201,32855902,7717,1,22,rail_leg,7:00,420,-75.4182346685475,40.0646607683914,-75.1652507511981,39.9564326348413,42029,42101,am_peak,TRUE,42,71.138005,cut,20251105,,-29.75,143,-21.25,134.5,-12.75,126,-4.25,117.5,4.25,,12.75,,21.25,116.233333333333,29.75,5,127.446666666667,11.3844582167483
3285590202,32855902,7718,2,22,rail_leg,17:30,1050,-75.1652507511981,39.9564326348413,-75.4233197162045,40.0419674851349,42101,42029,pm_peak,TRUE,0,44.695535,cut,20251105,88.2833333333333,-29.75,79.7833333333333,-21.25,71.2833333333333,-12.75,62.7833333333333,-4.25,64.2833333333333,4.25,75.7833333333333,12.75,67.2833333333333,21.25,88.7833333333333,29.75,8,74.7833333333333,10.1910324725782
3301380302,33013803,7961,2,22,rail_leg,7:25,445,-75.3285784262649,39.9077335323186,-75.1612826317197,39.9532127364358,42045,42101,am_peak,TRUE,35,36.507748,cut,20251105,70.9166666666667,-29.75,62.4166666666667,-21.25,53.9166666666667,-12.75,45.4166666666667,-4.25,62.9166666666667,4.25,54.4166666666667,12.75,45.9166666666667,21.25,73.3833333333334,29.75,8,58.6625,10.5391626049083
3301380303,33013803,7961,3,22,rail_leg,17:00,1020,-75.1612826317197,39.9532127364358,-75.1612826317197,39.9532127364358,42101,42101,pm_peak,TRUE,45,4.127778,cut,20251105,9.41666666666667,-29.75,8.68333333333333,-21.25,12.1833333333333,-12.75,10.3666666666667,-4.25,10.9666666666667,4.25,8.36666666666667,12.75,14.4166666666667,21.25,6.36666666666667,29.75,8,10.0958333333333,2.48458341818196
3364970201,33649702,9148,1,22,rail_leg,7:30,450,-75.1898142834651,40.0518717143354,-75.1562910038297,39.9768159139408,42101,42101,am_peak,TRUE,60,39.166338,cut,20251105,47.5666666666667,-29.75,47.0666666666667,-21.25,43.45,-12.75,51.7333333333333,-4.25,52.0166666666667,4.25,52.7833333333333,12.75,44.2833333333333,21.25,49.7333333333333,29.75,8,48.5791666666667,3.56265629008326
3383780101,33837801,9470,1,22,rail_leg,7:40,460,-75.1898142834651,40.0518717143354,-75.1941152941134,39.9546263068532,42101,42101,am_peak,TRUE,45,36.485688,cut,20251105,48.55,-29.75,40.05,-21.25,57.55,-12.75,65.05,-4.25,64.55,4.25,64.5666666666667,12.75,56.0666666666667,21.25,49.05,29.75,8,55.6791666666667,9.16658333295454
3383780103,33837801,9472,3,22,rail_leg,17:40,1060,-75.1708705877199,39.9529581159317,-75.1898142834651,40.0518717143354,42101,42101,pm_peak,TRUE,48,35.3169,cut,20251105,36.35,-29.75,57.1166666666667,-21.25,58.6166666666667,-12.75,59.1166666666667,-4.25,50.6166666666667,4.25,53.1166666666667,12.75,45.35,21.25,36.85,29.75,8,49.6416666666667,9.24230696824327
3418210201,34182102,10014,1,22,rail_leg,7:30,450,-75.3495216111157,39.8940079236362,-75.1545851492175,39.9813757258968,42045,42101,am_peak,TRUE,65,61.294052,cut,20251105,78.9166666666667,-29.75,90.4166666666667,-21.25,81.9166666666667,-12.75,93.4166666666667,-4.25,84.9166666666667,4.25,96.4166666666667,12.75,87.9166666666667,21.25,79.4166666666667,29.75,8,86.6666666666667,6.48624919128371
3418210202,34182102,10015,2,22,rail_leg,16:30,990,-75.1545851492175,39.9813757258968,-75.3495216111157,39.8940079236362,42101,42045,pm_peak,TRUE,40,59.874693,cut,20251105,85.6166666666667,-29.75,77.1166666666667,-21.25,68.6166666666667,-12.75,92.6,-4.25,84.1,4.25,82.95,12.75,74.45,21.25,98.95,29.75,8,83.05,9.77751307361754
3431120102,34311201,10223,2,22,rail_leg,8:20,500,-74.9063874745106,40.0959040743494,-75.1659426772114,39.9531940428398,42017,42101,am_peak,TRUE,40,42.897435,cut,20251105,62.6,-29.75,54.1,-21.25,106.6,-12.75,98.1,-4.25,89.6,4.25,81.1,12.75,72.6,21.25,64.1,29.75,8,78.6,18.4932420089069
